Genes,Interactors,Norm_Symbol
SRCIN1,"['BCAR1', 'SORBS3', 'SRC', 'SNAP25']",SRCIN1
NSFL1C,"['FGGY', 'SNTG2', 'VCP', 'VCPIP1', 'FAM104A', 'UFD1L', 'UBC', 'IKBKG', 'SPRTN', 'NPLOC4', 'ASPSCR1']",NSFL1C
TCEB1,"['CFTR', 'SPSB2', 'ARID1B', 'ASB2', 'SPSB4', 'ASB9', 'CUL2', 'LAGE3', 'COPS6', 'APPBP2', 'SOCS2', 'NEDD8', 'ASB8', 'TCEB3', 'KLHDC2', 'NOTCH4', 'KLHDC3', 'LRR1', 'CUL5', 'PRAME', 'ZER1', 'ID2', 'USP33', 'VHL', 'CUL3', 'ASB1', 'PCMTD2', 'TCEB2', 'HIF1A', 'SPSB1', 'NRBP1', 'GNB2L1', 'SOCS6', 'SOCS3', 'UBXN7', 'ASB6', 'RAB40B', 'SOCS1', 'OSGEP', 'ASB3', 'RNF7', 'WSB1', 'PTCH1', 'FEM1B']",TCEB1
BDKRB2,['ACE'],BDKRB2
MRPS9,"['MRPS2', 'MRPS16', 'HNRNPA1', 'MRPS18B', 'MRPS31', 'MRPS7']",MRPS9
MYEF2,"['SMARCA4', 'SOX2']",MYEF2
HHLA3,['NMI'],HHLA3
UBB,"['USP30', 'CALCOCO2', 'ATXN3', 'VCP', 'DAZAP2', 'PSMD4', 'ADRM1', 'UBE2S']",UBB
UIMC1,"['BARD1', 'BRCC3', 'FANCG', 'BRE', 'MDC1', 'SUMO2', 'ESR1', 'BABAM1', 'HIST2H2AC', 'TP53', 'TRAIP', 'CDK1', 'UBC', 'C1QBP', 'BRCA1', 'USP13', 'FAM175A']",UIMC1
HLA-E,['CALR'],HLA-E
POLR3GL,['POLR3E'],POLR3GL
SIAH1,"['FLT3', 'SNCAIP', 'UBE2K', 'PEG10', 'SNCA', 'UBE2D3', 'UBE2E2', 'POU2AF1', 'CTNNB1', 'TRIB3', 'GRM5', 'UBE2D1', 'PHC2', 'AFF1', 'TNK2', 'PKD1', 'PIAS1', 'PUF60', 'TERF2', 'ATN1', 'UBE2D2', 'NUMB', 'MAPRE3', 'APC', 'UPP2', 'UBE2I', 'AXIN1', 'STAT3', 'SIAH2', 'KLF10', 'DAB1', 'MAP3K5', 'HIPK2', 'RBBP8', 'KIF22', 'AFF4', 'MYD88', 'PEG3', 'TP53BP2', 'OPRM1', 'SIAH1', 'KHDRBS3', 'USP19', 'CACYBP', 'BAG1', 'EEF1D', 'GAPDH']",SIAH1
SBF1,"['MTMR2', 'SUV39H1', 'SBF2', 'MTMR1']",SBF1
GRM1,"['OPTN', 'GRM1']",GRM1
ABTB2,"['CUL3', 'DNTT', 'EEF1A1']",ABTB2
C20orf27,"['PPP1CA', 'PPP1CC']",C20orf27
WIZ,"['CTBP1', 'ZNF462', 'CDYL', 'EHMT2', 'EHMT1']",WIZ
COX4I2,['CYCS'],COX4I2
SHOC2,"['PPP1CA', 'HUWE1', 'PPP1CC', 'PSMC5', 'RAF1', 'HRAS', 'MRAS']",SHOC2
ELF4,"['SKP2', 'NPM1', 'RUNX1']",ELF4
IFT22,"['TTC30A', 'IFT74', 'IFT57', 'TTC30B']",IFT22
TTLL12,"['SOCS2', 'EEF1A2', 'SOCS6']",TTLL12
TCF12,"['ASCL4', 'ID2', 'ID1', 'VPS28', 'HEXIM2', 'ID3', 'TAL1', 'NEUROG3', 'RUNX1T1', 'TCF21', 'MYF6', 'TCF4']",TCF12
CLSTN1,"['APP', 'APBA2']",CLSTN1
YWHAG,"['RABEP1', 'HDAC4', 'RABGEF1', 'SON', 'GSK3A', 'FRMD6', 'APP', 'CDK11B', 'LARP1', 'MARK3', 'MAP3K2', 'GBF1', 'KIAA0930', 'CGN', 'RASSF2', 'YWHAB', 'PTPN4', 'HDAC5', 'OSBPL3', 'SAMD4A', 'TJP2', 'SFN', 'YWHAG', 'ABL1', 'KIF23', 'EDC3', 'MARK2', 'TERF1', 'YWHAE', 'CENPJ', 'EPB41L3', 'SAMSN1', 'USP37', 'CDC25A', 'EXO1', 'PI4KB', 'YWHAH', 'RAF1', 'EPB41L2', 'SHCBP1', 'RAI14', 'MLLT4', 'LUC7L2', 'RACGAP1', 'BRAF', 'PARD3', 'IRS2', 'MDM4', 'YAP1', 'CDC25B', 'ERC1', 'SH3BP4', 'PABPC1', 'ARAF', 'SRRM2', 'KIF5B', 'BAIAP2', 'IGF1R', 'KIF1C', 'SSH1', 'SAMD4B', 'RMDN3', 'LRRK2', 'CRTC2', 'HIST1H3A', 'CLASP1', 'CDC25C', 'ANKS1A', 'FOXO1', 'HDAC7', 'PAK4', 'IRS4', 'LATS2', 'PTPN3', 'YWHAZ', 'RALGPS2', 'PPFIBP1', 'FAM53C', 'YWHAQ', 'MPRIP', 'SOCS6', 'AKAP13']",YWHAG
CLTCL1,"['PICALM', 'CFTR', 'CLTB', 'SNX5']",CLTCL1
NDFIP2,"['NEDD4L', 'NEDD4', 'LYN']",NDFIP2
COQ3,"['COQ6', 'COQ9']",COQ3
PASK,"['AGO2', 'AGO1', 'TRMT2A']",PASK
DHFR,"['HSPD1', 'MDM2']",DHFR
DUSP3,"['MAPK3', 'MAPK1']",DUSP3
TNK2,"['PDGFRB', 'ATG16L1', 'NEDD4L', 'AR', 'SNX9', 'FYN', 'FGFR1', 'NCK1', 'SQSTM1', 'TNK2', 'KCNA5', 'AKT1', 'NPHP1', 'SRC', 'EGFR', 'WWOX', 'CTTN', 'LCP2', 'HSP90AA1', 'BAG3', 'CDC37', 'GRB2', 'HCK', 'CLTC', 'NEDD4', 'SIAH1', 'HSH2D', 'LYN', 'CDC42', 'WAS']",TNK2
SHPRH,"['POLR1A', 'UBE2N', 'PCNA', 'RAD18', 'UBE2V2', 'HIST1H3A']",SHPRH
HMGCR,"['ERLIN2', 'INSIG1', 'UBIAD1', 'AMFR']",HMGCR
ERRFI1,"['SFN', 'EGFR', 'GRB2', 'YWHAZ', 'NEDD4', 'ERBB2', 'CDC42', 'STX8']",ERRFI1
TCTEX1D4,['PPP1CC'],TCTEX1D4
PPP3CA,"['C6orf211', 'C16orf74', 'RCAN1', 'PPP3R1', 'AKAP5', 'BCL2', 'RCAN2', 'PSMA6', 'JUN']",PPP3CA
UBXN6,"['VCPKMT', 'POR', 'PSMD2', 'VCP', 'CAV1', 'TRIM25', 'LMAN1', 'ASPSCR1']",UBXN6
BCL2L10,['UBQLN1'],BCL2L10
MAPK14,"['PTPRR', 'CSNK2A1', 'RB1', 'KRT8', 'CDKN1A', 'CDT1', 'MBP', 'DUSP4', 'RPS6KA5', 'OBSL1', 'CCDC8', 'KAT2B', 'ARHGAP9', 'BTRC', 'SQSTM1', 'HTRA2', 'TP53', 'DUSP16', 'MAPKAPK2', 'ELMSAN1', 'ZNHIT1', 'IQGAP1', 'AKT1', 'MAPKAPK3', 'ATF2', 'MAP2K3', 'RPS6KA4', 'MAP2K6', 'EP300', 'SUPT20H', 'CDC25B', 'TSC1', 'SMAD7', 'DUSP9', 'MAPK14', 'HDAC3', 'YY1AP1', 'CBL', 'CDC25C', 'DUSP10', 'PTPN7', 'DUSP1', 'MAPK3', 'CUL7', 'MEF2D', 'TAB1', 'CAMKK2', 'MAPK11', 'ZFP36L1', 'MAPK1', 'MAP2K4', 'MKNK1', 'MEF2A', 'NCOA3', 'MKNK2']",MAPK14
THEG,['CCT5'],THEG
REPS2,"['RALBP1', 'EPN1', 'GRB2', 'EPS15']",REPS2
ACSL6,['ACSL6'],ACSL6
ARNTL,"['NPAS2', 'RORC', 'CSNK1E', 'CRY1', 'CLOCK', 'WDR5', 'AHR', 'SIRT1', 'UBE3A', 'HIF1A', 'EPAS1']",ARNTL
BAI1,"['BAIAP3', 'BAIAP2', 'MAGI3', 'DLG4', 'MAGI1', 'MAGI2']",BAI1
CENPK,"['CENPU', 'SOX6', 'APITD1', 'CENPH']",CENPK
HERC1,"['SSH3', 'BAK1', 'CLTC', 'PKM', 'SOX9']",HERC1
MRPL53,"['SSX2IP', 'MRPL50']",MRPL53
MAD2L2,"['ADAM9', 'CDC20', 'CHAMP1', 'RAN', 'REV3L', 'FZR1', 'PRCC', 'ELK1', 'RAD23B', 'CBX3', 'YY1AP1', 'REV1', 'CLTA', 'POGZ', 'TCF7L2', 'MAD2L2', 'CBX5']",MAD2L2
ATF7IP2,"['SETDB1', 'SP1']",ATF7IP2
IRGM,['NOD2'],IRGM
TMED10,"['TMED4', 'TMED9', 'TMED2', 'COPZ1', 'COPG1', 'TMED3']",TMED10
GHR,"['SOCS2', 'PTPN1', 'BTRC', 'CISH', 'JAK2', 'PTPN3', 'GH1', 'STUB1', 'PTPN11', 'PTPN9', 'PTPRH', 'SOCS1', 'PTPN2', 'SKP1', 'SGTA', 'STAT5B']",GHR
GABARAP,"['ULK1', 'GABARAP', 'KBTBD7', 'MAPK15', 'NBR1', 'FLCN', 'SQSTM1', 'GBAS', 'TFRC', 'ATG3', 'ATG4B', 'WDFY3', 'TP53INP1', 'KDR', 'MIB1', 'ATG7', 'PCM1', 'GABRG2', 'MEFV', 'TBC1D25', 'RB1CC1', 'ATG13', 'STBD1', 'KBTBD6']",GABARAP
USP36,"['CHD4', 'SOD2', 'NTRK1', 'DHX33', 'MYC', 'NPM1']",USP36
PAAF1,"['PSMD10', 'PSMC2', 'UCHL5', 'PSMD7', 'PSMD14', 'PSMC6', 'PSMD8', 'UBLCP1', 'PSMC5', 'PSMC1', 'PSMC4', 'PSMC3']",PAAF1
POLR2C,"['POLR2H', 'POLR2C', 'CCHCR1', 'CTR9', 'MYOG', 'POLR2E', 'POLR2B', 'POLR1D', 'PIH1D1', 'SUPT5H', 'POLR2K', 'POLR2L', 'TAF15', 'UBC', 'POLR2J', 'NELFA', 'RNGTT', 'ATF4', 'POLR2D', 'POLR2I', 'POLR2G', 'POLR2A', 'POLR2F']",POLR2C
HAUS8,['HAUS6'],HAUS8
RAB21,['RABGEF1'],RAB21
CTNNBL1,"['PRPF31', 'AICDA', 'KPNA2', 'SNW1', 'BCAS2', 'CDC5L', 'CTNNBL1', 'CWC15', 'PRPF19']",CTNNBL1
OLIG1,"['HCK', 'PIK3R3', 'YES1', 'GRB7', 'SH2D1B']",OLIG1
PIR,['BCL3'],PIR
ANKS1B,['UBC'],ANKS1B
GPR161,['PRKACA'],GPR161
POLL,['PCNA'],POLL
ARIH1,"['UBE2N', 'SEC31A', 'PLCD3', 'CUL2', 'FBXO6', 'KCTD3', 'KBTBD7', 'EIF4E2', 'KLHL7', 'NEDD8', 'BTRC', 'KCTD13', 'ECT2', 'UBE2D1', 'ARIH1', 'KLHDC2', 'C11orf31', 'KLHDC3', 'FBXL15', 'CUL1', 'KCTD10', 'UBE2L3', 'TEFM', 'PIP5K1A', 'CUL3', 'ATF7', 'UBC', 'KCTD9', 'TNFAIP1', 'PUS7L', 'JUN', 'SHKBP1', 'KBTBD6', 'FBXW11']",ARIH1
NPHP4,"['DNAJC7', 'RPGR', 'RPGRIP1L', 'NPHP1', 'RPGRIP1']",NPHP4
TRAK1,"['TRAK2', 'HGS', 'OGT']",TRAK1
GAGE2E,['GMCL1P1'],GAGE2E
ZEB1,"['USP7', 'CTBP1', 'SMAD7', 'CTBP2', 'ATM', 'COPS5', 'USP51', 'SIRT1', 'EP300']",ZEB1
HIC2,['HIC1'],HIC2
INSIG2,"['SCAP', 'VCP', 'PSMC5']",INSIG2
MYOC,"['MYOC', 'OLFM3', 'GAPDH']",MYOC
TEP1,"['TERF2', 'BLM', 'MVP']",TEP1
HPCAL1,['HMG20A'],HPCAL1
TTBK2,['CEP164'],TTBK2
PCGF1,"['RYBP', 'NANOG', 'MLLT3', 'BCOR', 'BCORL1', 'USP7', 'CBX4', 'CBX7', 'CBX8', 'RING1', 'DPPA4', 'KDM2B', 'PCGF1', 'YAF2', 'SKP1', 'MORC4', 'RNF2']",PCGF1
MLF1,"['CENPU', 'MAGEA11']",MLF1
COPZ2,['COPG1'],COPZ2
IMP4,['MPHOSPH10'],IMP4
IGF2R,"['PLIN3', 'EWSR1', 'GGA1', 'GGA2', 'GGA3']",IGF2R
DCSTAMP,['OS9'],DCSTAMP
LSM8,"['EFTUD2', 'USP15', 'LSM2', 'PRPF3', 'LSM4', 'LSM3', 'PRPF4', 'SART3', 'LSM6']",LSM8
CDK13,"['CDK2', 'CDK4', 'CDK12', 'SRPK2']",CDK13
L3MBTL2,"['RYBP', 'E2F6', 'STAC3', 'TFDP1', 'MAX', 'YAF2', 'HDAC2', 'AES', 'HIST1H4A', 'RING1', 'WDR5', 'HDAC3', 'HDAC1', 'LIN54', 'PHF10', 'PCGF6', 'CBX3', 'PAICS', 'RNF2', 'MGA']",L3MBTL2
BBS4,"['ALDOB', 'DCTN1', 'BBS1', 'BBS5', 'BBS7', 'PCM1']",BBS4
ASGR1,['CERS2'],ASGR1
EEF1DP3,['EEF1G'],EEF1DP3
DUSP12,['RABAC1'],DUSP12
CACNA1B,['UBE2L3'],CACNA1B
PHC1,"['BMI1', 'CBX2', 'CBX4', 'PCGF2', 'CBX7', 'CBX8', 'CBX6', 'RING1', 'PHC2', 'SCML1', 'SCMH1', 'PHC3', 'RNF2', 'COMMD3-BMI1']",PHC1
PCIF1,"['POLR2A', 'PDX1']",PCIF1
FARSA,"['ECSIT', 'FARSB']",FARSA
VIM,"['HYPK', 'TSGA10', 'MRPL44', 'UPP1', 'SYNC', 'NES', 'TTR', 'NOD2', 'PKN1', 'GAN', 'PLEC', 'YAE1D1', 'PLA2G2A', 'RAD23B', 'HTRA2', 'AKT1', 'SUMO2', 'XPNPEP3', 'SIRT6', 'PPL', 'VIM', 'CRMP1', 'UPP2', 'DSP', 'HMG20B', 'LRRK2', 'NEFM', 'DES', 'FABP4', 'KRT20', 'YWHAZ', 'CAPN1', 'KAT7', 'CHD3', 'NEFL', 'MEN1', 'YWHAQ', 'GFAP']",VIM
RBM25,"['EGFR', 'SART1', 'RBM39', 'JMJD6', 'SRRM1', 'PRPF3', 'PRPF40B', 'SRRM2']",RBM25
ATP5A1,"['ATP5C1', 'ATP5F1', 'EGFR', 'ACKR3', 'ATP5H', 'HSP90AB1', 'ATP5I', 'SIRT3', 'ABCC1', 'ATP5O', 'RPS6KB2', 'ETFA', 'YWHAQ', 'ATP5D', 'FANCD2', 'ATP5B']",ATP5A1
MUS81,"['TERF2', 'SLX1A', 'HERC2', 'UHRF1', 'CHEK2', 'DDB1', 'EME1', 'SLX4', 'SUMO2', 'ERCC1']",MUS81
RNF130,"['UBE2D1', 'UBE2D3', 'UBE2D2', 'UBE2E1']",RNF130
AAGAB,"['AP2S1', 'AP1S3']",AAGAB
SSU72,"['STAG2', 'RAD21', 'SYMPK', 'CSTF2', 'POLR2A']",SSU72
KIAA0195,['CDK5'],KIAA0195
ARL13B,['UBE2I'],ARL13B
POLR3E,"['POLR3C', 'POLR3A', 'POLR3H', 'POLR2E', 'GPN1', 'CRCP', 'POLR3GL', 'POLR3D', 'URI1', 'GPN3', 'POLR3G', 'PIH1D1', 'POLR3B', 'POLR3K', 'POLR3F', 'POLR1C']",POLR3E
MDFI,"['ZNF136', 'TYMSOS', 'NPDC1', 'ZBTB24', 'PIN1', 'HTR1B', 'ZNF607', 'ZNF439', 'PRKAB2', 'NEU4', 'MYOG', 'IQUB', 'GLIDR', 'ZNF559', 'METTL17', 'ZNF440', 'FBXL18', 'C10orf62', 'ZNF101', 'VPS72', 'ZBTB25', 'CCDC116', 'CBFA2T2', 'AKAP17A', 'DCAF8', 'ZNF417', 'PVRL2', 'MYOD1', 'PGLS', 'RABL6', 'SLC25A10', 'ENKD1', 'APLN', 'SPG7', 'TRPV6', 'CREB5', 'HNRNPLL', 'GNAI2', 'AQP1', 'GATA1', 'BAHD1', 'OTX1', 'MYF5', 'ZNF581', 'FAM27E3', 'PRPF31', 'MDFI', 'ZNF707', 'CCDC120', 'NR1H2', 'SIX1', 'FAM124B']",MDFI
UPF1,"['VPS35', 'EXOSC2', 'XRN1', 'RUVBL2', 'UPF2', 'UPF3A', 'DCP1A', 'RBM8A', 'GSPT2', 'SLBP', 'SMG5', 'GSPT1', 'EEF2', 'SMG7', 'SMG1', 'RUVBL1', 'STAU1', 'EIF3A', 'PABPC1', 'DCP2', 'ADAR', 'COPS5', 'UPF3B', 'CDC37', 'SMG6', 'EIF4A3']",UPF1
DPYD,['GOPC'],DPYD
ACAT2,['ACAT2'],ACAT2
FGB,['LPA'],FGB
SH2B2,"['GRB2', 'NTRK1', 'SORBS1', 'CBL', 'INSR', 'SH2B1']",SH2B2
AVPR2,"['AVPR2', 'C1QTNF1']",AVPR2
IKBKB,"['FANCA', 'TP73', 'IKBKB', 'TNF', 'RELA', 'CTNNB1', 'NFKB1', 'HOMER3', 'CREBBP', 'PPM1B', 'MAP3K1', 'TRAF3IP2', 'STAP2', 'BTRC', 'RICTOR', 'MAP3K14', 'NFKBIB', 'FAF1', 'IRAK1', 'KLHL21', 'CHUK', 'AKT1', 'NAA20', 'PRKCQ', 'COPS7A', 'SRC', 'TNFRSF1A', 'CUEDC2', 'PPP1CA', 'COPS3', 'MUC1', 'IKBKE', 'TSC1', 'FOXO3', 'PRKCD', 'COPS4', 'CSF2RA', 'ERC1', 'TRAF1', 'MTOR', 'VHL', 'KEAP1', 'PRKCE', 'TRIM21', 'IKBKG', 'BCL10', 'COPS5', 'RIPK1', 'CDC37', 'GLI1', 'AURKA', 'PRKCI', 'EGLN3', 'TRIM27', 'TRAF2', 'PRKCA', 'NFKBIA', 'CD40', 'MAP3K7', 'RPTOR', 'NCOA3', 'TNFAIP3']",IKBKB
MYH7,['KIAA0368'],MYH7
ZNF239,['LMNA'],ZNF239
XAGE3,"['HTT', 'GMCL1']",XAGE3
GDAP1,['TUBB'],GDAP1
PPP4R1,"['PPP2CA', 'PPP4C', 'TRAF2', 'PPP2CB', 'CCDC6']",PPP4R1
RHOU,['PAK4'],RHOU
POLR3H,"['POLR2H', 'POLR3C', 'POLR3A', 'POLR2E', 'POLR3E', 'POLR3D', 'POLR3B', 'POLR1D', 'POLR3G', 'POLR1C']",POLR3H
AMHR2,['HSP90AA1'],AMHR2
LZTFL1,"['LZTFL1', 'BBS1', 'BBS2', 'BBS7', 'BBS5', 'BBS9', 'TTC8']",LZTFL1
IFT27,"['TTC30A', 'HSPB11', 'UBXN10', 'LCA5']",IFT27
DDB1,"['KAT2A', 'CDT1', 'DCAF12', 'COPS7B', 'SUV39H1', 'BRCA1', 'CRBN', 'ERCC8', 'CHEK1', 'DYRK2', 'TRPC4AP', 'HIST1H1C', 'GRK5', 'MCM10', 'UBC', 'UNG', 'DCAF4', 'RAG1', 'LIG1', 'WDTC1', 'CUL4A', 'HIST1H1A', 'CTNNB1', 'COPS6', 'DTL', 'ATXN3', 'BRWD1', 'DCAF17', 'COPS8', 'DCAF4L2', 'COPS7A', 'RFWD2', 'EP300', 'DCAF8', 'RBX1', 'GPS1', 'MUS81', 'RAD21', 'AHR', 'SIN3A', 'DCAF10', 'STAT1', 'COPS2', 'CDKN1A', 'TP73', 'ERCC6', 'DDB2', 'PHIP', 'NEDD8', 'DCAF15', 'SMU1', 'RASSF1', 'COPS3', 'DCAF16', 'PYGO2', 'COPS4', 'MDM2', 'COPS5', 'RBBP4', 'VPRBP', 'CEP78', 'HUWE1', 'NKX2-1', 'HDAC1', 'NR1I2', 'AMBRA1', 'NF2', 'HDAC2', 'DCUN1D1', 'CUL4B', 'CUL1', 'SUPT3H', 'DCLRE1C', 'DDA1', 'DNMT3A', 'IP6K1', 'DET1', 'HIST1H3A', 'DCAF6', 'SIRT7', 'SALL2', 'RORA', 'DCAF11', 'FBXW5', 'DCAF5']",DDB1
NUP214,"['SMAD4', 'RAE1', 'G3BP2', 'XPO1', 'NXF2', 'NXF1', 'NUP88', 'SMAD3', 'ZFP36', 'NUP107', 'NUP62', 'SMAD2']",NUP214
AFP,['XIAP'],AFP
MTMR7,"['YEATS4', 'MTMR9', 'MTMR7']",MTMR7
NCOA1,"['THRB', 'SMARCE1', 'THRA', 'ARNT', 'NR1I3', 'NR1I2', 'PGR', 'RORB', 'AR', 'PAGR1', 'PPARG', 'ESRRA', 'RARG', 'CARM1', 'NFKB1', 'NR5A2', 'CREBBP', 'PPARA', 'BRCA1', 'NR3C2', 'VDR', 'RXRA', 'KAT2B', 'NCOA2', 'HNF4G', 'TP53', 'FOS', 'TRIP4', 'STAT6', 'EP300', 'RARA', 'ESR2', 'NR3C1', 'PPARGC1A', 'NR1H4', 'SMARCC1', 'PPARD', 'NCOA6', 'STAT3', 'BCL3', 'COPS5', 'CIITA', 'TEAD2', 'CCND1', 'JUN', 'RORA', 'KANK2', 'SRF', 'NKX2-1', 'ESR1', 'RARB', 'NR4A1', 'RBBP6', 'ESRRG', 'AHR', 'HNF1A']",NCOA1
SEPT5,"['SEPT1', 'SEPT6', 'SEPT8', 'SEPT10', 'SEPT5', 'PARK2', 'SEPT7', 'SEPT11', 'SEPT2']",SEPT5
CHMP1B,"['IST1', 'CHMP1A', 'USP8', 'CHMP4B', 'STAMBP', 'VPS4A', 'SPAST']",CHMP1B
RHPN1,"['CNKSR1', 'RHOA']",RHPN1
ACE2,"['AGT', 'DLEU2']",ACE2
LIG4,"['PALLD', 'XRCC4', 'TLE4', 'LAP3', 'RUVBL2', 'MAP2K2', 'TRAPPC3', 'XRCC5', 'LDHC', 'TP53BP1', 'SMC2', 'NEU1', 'PGP', 'XRCC6', 'PPIA', 'PNKP', 'AFTPH', 'HK1', 'THOC5', 'ENO1', 'UFSP2', 'GGH', 'APLF', 'OXR1', 'EEF1A1', 'HNRNPA1', 'ALMS1', 'PRKDC', 'BTG1', 'KDELR1', 'WARS', 'CCDC176']",LIG4
WDR44,"['GRB2', 'VAPA', 'VAPB', 'RAB11A']",WDR44
ATPAF1,['ATP5B'],ATPAF1
CSRP1,['CSRP1'],CSRP1
LHX6,['LDB1'],LHX6
GLIS2,"['TRIM32', 'CTNNB1']",GLIS2
GTF3C1,"['GTF3C4', 'USF1', 'GTF3C3', 'GTF3C2', 'GTF3C5']",GTF3C1
STAC,['YWHAE'],STAC
ELOVL1,['GLP1R'],ELOVL1
HUWE1,"['MCL1', 'PIAS2', 'HIST3H2BB', 'PCNA', 'VCP', 'PSMD14', 'UBE2D3', 'SHOC2', 'ATOH1', 'USP4', 'PPP5C', 'C16orf72', 'HSPA4', 'CTNNB1', 'NR1D1', 'CDKN2A', 'CDC6', 'HDAC2', 'TXNDC9', 'MYH9', 'DDB1', 'TP53', 'UBE2D1', 'PRPF8', 'ATM', 'CUL4B', 'HSPB1', 'PSMB7', 'MUTYH', 'USP7', 'UBE2D2', 'UBL4A', 'MYOD1', 'ZBTB17', 'SSR1', 'UBE2L3', 'USP9X', 'MDM2', 'UBC', 'OGT', 'MAPK6', 'KLF4', 'HUWE1', 'FBXW11', 'MYC', 'MYCN', 'FAF2']",HUWE1
HSFX1,"['FAM192A', 'CCDC57', 'IARS2', 'VCAN', 'HSFX2']",HSFX1
MKS1,"['B9D1', 'TMEM231']",MKS1
UBE4B,"['UBL7', 'UBE2D2', 'UBE4B', 'BTRC', 'VCP', 'UBE2D3', 'UBQLN1', 'TP53', 'MDM2', 'FEZ1', 'FBXW11']",UBE4B
FUZ,"['INTU', 'RSG1']",FUZ
CYP4A11,['PDR'],CYP4A11
HDAC4,"['NCOR2', 'HDAC4', 'AR', 'RUNX2', 'GNB1', 'PPARG', 'SMAD3', 'YWHAB', 'HDAC5', 'RANBP2', 'SFN', 'YWHAQ', 'ZBTB16', 'YWHAG', 'YWHAE', 'SP1', 'NUP155', 'TBL1XR1', 'MEF2C', 'YWHAH', 'DNAJB6', 'SIRT1', 'NR2C1', 'SF1', 'MIF4GD', 'YY1', 'PPP2CA', 'HDAC3', 'UBE2I', 'ANKRA2', 'NACC1', 'HIF1A', 'MAPK3', 'RFXANK', 'MEF2D', 'NCOR1', 'GATA1', 'SRF', 'YWHAZ', 'ESR1', 'MAPK1', 'BCL6', 'CSRP3', 'MEF2A', 'PPP2R1A', 'NR1H2', 'CAMK2D', 'SIN3A']",HDAC4
TDO2,"['SDCBP', 'EIF4E', 'ASMTL', 'TDO2']",TDO2
BEND3,['USP21'],BEND3
UGCG,['RTN1'],UGCG
PITX2,"['TRIM25', 'CTNNB1', 'PITX2']",PITX2
MAFF,"['NFE2L1', 'NFE2L2', 'BACH2', 'BACH1', 'MAFF', 'NFE2L3']",MAFF
POU2F1,"['NCOR2', 'CREB1', 'RELA', 'HOXC4', 'POU2AF1', 'XRCC5', 'BRCA1', 'POU2F1', 'RXRA', 'PARP1', 'TBP', 'SP1', 'XRCC6', 'HCFC1', 'NR3C1', 'LMNB1', 'PRKDC', 'MNAT1', 'HDAC1', 'HMGA1', 'SNAPC4', 'GAPDH']",POU2F1
MPP2,['LIN7A'],MPP2
TRIM55,"['EEF1G', 'TRIM63', 'GFM1', 'SQSTM1', 'UBE2D3', 'UBE2I', 'ANKRD1']",TRIM55
TRIP11,"['ARNT', 'THRA', 'RB1']",TRIP11
SOX13,['CTBP2'],SOX13
FRA10F,['HDAC1'],FRA10F
DPP10,['KCND2'],DPP10
TMF1,"['PLK1', 'AR', 'FER']",TMF1
CNNM2,"['PTP4A2', 'PTP4A1']",CNNM2
RSRC2,['JMJD6'],RSRC2
SYMPK,"['CPSF3', 'WWOX', 'SSU72', 'HSF1', 'CPSF1', 'KAT6A', 'CPSF4', 'CSTF2', 'KMT2A', 'CPSF2', 'WDR33']",SYMPK
TNNC1,"['TNNI1', 'TRIM63', 'TNNI3']",TNNC1
CCNL2,"['CDK11A', 'VPRBP', 'JMJD6']",CCNL2
PER1,"['CSNK1D', 'PAXIP1', 'BTRC', 'RBPMS', 'CRY1', 'CRY2', 'CSNK1E', 'FBXW11']",PER1
MYO6,"['CARD10', 'CFTR', 'LMTK2', 'CDH1', 'TAX1BP1', 'DAB2', 'ARHGEF12', 'LRCH3', 'PICALM', 'GIPC1', 'OPTN', 'AP2A2', 'MYO6', 'CUEDC1', 'TOM1', 'CALCOCO2', 'EPS15', 'AP2A1', 'SH3BP4', 'UBC', 'TOM1L2', 'SEC16A', 'CLTC', 'USP25', 'DOCK7']",MYO6
ATXN3L,"['KLF5', 'UBC']",ATXN3L
SELK,"['VIMP', 'VCP']",SELK
FKBP1B,['RYR2'],FKBP1B
NIPBL,"['CBX5', 'MAU2', 'CBX3']",NIPBL
WDR34,"['TAB3', 'TCTEX1D2', 'DYNLT1', 'TAB2', 'MAP3K7', 'TRAF6']",WDR34
RBM15B,"['RBM15', 'NXF1']",RBM15B
CD63,['RNF13'],CD63
KIF9,['PRMT6'],KIF9
STAG2,"['SMC1A', 'WAPAL', 'SSU72', 'PDS5B', 'USP37', 'RAD21', 'SMC3', 'PDS5A', 'CDCA5']",STAG2
PHYHIPL,['PDE9A'],PHYHIPL
ROPN1,"['ROPN1', 'AKAP3']",ROPN1
FOXP3,"['FOXP1', 'RUNX1', 'HIST1H1B', 'SIVA1', 'HDAC2', 'KAT5', 'STUB1', 'FOXP2', 'IKZF4', 'NFATC1', 'FOXP4', 'EP300']",FOXP3
DNAJC13,['HSPA8'],DNAJC13
TLE4,"['PRMT5', 'PAX5', 'LIG4', 'POU2F2', 'BRCA1', 'WDR77', 'CUX1', 'PPM1B']",TLE4
FHOD1,"['FHOD1', 'RAC1']",FHOD1
AKR7A2,['AKR7A3'],AKR7A2
