Genes,Interactors,Norm_Symbol
RBFOX2,"['PRMT5', 'DPH2', 'FAM136A', 'RBPMS2', 'EIF4G3', 'PUM1', 'PLEKHB1', 'ATXN2', 'RBMS1', 'C17orf79', 'PARL', 'PUM2', 'BCS1L', 'CLNS1A', 'RBM38', 'JMJD4', 'ANKRD40', 'GPATCH8', 'HELZ', 'FNDC3B', 'MBNL1', 'DAZAP2', 'RBPMS', 'QKI', 'RBMS2', 'C19orf52', 'TRMT61A', 'FBXO7', 'MSI2', 'RIOK1']",RBFOX2
JMJD4,"['FAM19A3', 'SSH3', 'RBFOX2', 'CCT3', 'LIG3', 'CHST8', 'PRG2', 'HNRPLL', 'NCAPH2', 'SNX20', 'RFPL4B', 'CDC16', 'LYPD4', 'APOBEC3D', 'CCNJL', 'KIAA1683', 'C4orf26']",JMJD4
FERMT1,"['ITPA', 'FERMT2', 'TARSL2', 'MAGI3', 'FERMT3']",FERMT1
UFSP2,"['ARFGAP1', 'VAT1L', 'NAPG', 'VASN', 'FAM177A1', 'KCNJ6', 'AMIGO3', 'CDHR5', 'CPD', 'SIGLEC12', 'KIR3DL2', 'PLXDC2', 'HLA-C', 'CD79A', 'FAS', 'TMX1', 'ACCN4', 'PCDHA4', 'ACCN2', 'SLC16A11', 'SIGLEC5']",UFSP2
MYST2,"['MEAF6', 'PHF16', 'PHF15', 'BRPF3', 'BRD1', 'PHF17', 'ING5']",MYST2
ACBD4,['VAPB'],ACBD4
GALNT5,['GIF'],GALNT5
NDE1,"['C17orf59', 'TCL1B', 'TEKT4', 'NDEL1', 'STX11', 'JUNB', 'CGNL1', 'KIAA1984', 'ARC', 'SNAP29', 'NUP54', 'TRIM27', 'TSNARE1', 'FAM190A', 'FAM167A', 'TCP10L']",NDE1
RUNDC1,"['FAM196A', 'ALOX5', 'KIAA1984', 'ENPP6', 'CASC1']",RUNDC1
IGSF3,"['SPPL2B', 'LGALS9', 'CDR2', 'DEFA1', 'NAALADL2']",IGSF3
MAT2A,"['MAT2B', 'MAT1A']",MAT2A
TBRG4,"['MRPL12', 'C9orf4', 'TMEM206', 'MAS1', 'TMEM43', 'LYPD3', 'CD79B', 'SLC39A9', 'PRRT2', 'RAP1A', 'LAMP3', 'PNPT1', 'BSG', 'IGSF8', 'KIAA1467', 'CD70', 'CD83', 'PGAP3', 'VIPR2']",TBRG4
SLC25A6,"['VSIG4', 'GAA', 'PDCD1', 'TMCO3', 'CD79B', 'C1orf85', 'CNDP1', 'ERGIC3', 'PMEL', 'FAM131B', 'CHRM4', 'THBS3', 'LRP1', 'ISLR', 'TOMM22', 'FAM187B', 'CLEC2D', 'SPACA1', 'DKK3']",SLC25A6
UTP14C,['PNO1'],UTP14C
TYRP1,['ZNF431'],TYRP1
AFAP1,['EXT2'],AFAP1
BCAM,"['ATP11C', 'ZSWIM2', 'PRCC', 'TMEM11', 'LAMB1', 'CDH8', 'ARNTL', 'LAMA4', 'ATP6V0A1', 'TNPO2', 'TNPO3', 'MTCH2', 'LAMA5', 'CD79A', 'EPHA7', 'ST8SIA4', 'ATP6V0A2']",BCAM
ATP7A,"['RAB7L1', 'CD83', 'C3AR1', 'LAMP3', 'ITM2A', 'APBB2', 'DKFZp686O24166', 'COG6', 'COG5', 'CLEC2D', 'RPS27']",ATP7A
ZNF780A,['ZNF324B'],ZNF780A
TMTC3,"['CDH5', 'LYZL2', 'ZACN', 'HTR3A', 'SCN3B', 'NCEH1', 'CHRND', 'HTR3C', 'DEFA5', 'TRHDE']",TMTC3
GORASP1,"['C20orf94', 'HARS2', 'AASDH', 'CLIP1', 'STX12', 'RTCD1', 'FEM1B', 'WWOX', 'DKK3', 'PPP6R2', 'CENPN', 'TMTC4', 'TPRKB', 'USP46', 'DOCK11', 'C1orf49', 'CDK2', 'CCNJ', 'STK25', 'KIAA0391', 'CENPL', 'C9orf25', 'TDP2', 'SLC15A4', 'HSPD1', 'STX7', 'CLASP2', 'GOLGA2', 'INTS4', 'TES', 'RHPN1', 'USP12', 'ALDH1A3', 'C22orf13', 'BLZF1', 'NIF3L1', 'NXN']",GORASP1
FAM136A,"['YTHDF1', 'DNAJB9', 'RNF138', 'PLS1', 'DUSP14', 'PCDHA3', 'OBFC1', 'HNRNPUL2', 'NUP98', 'LARP4B', 'ECSIT', 'KIAA0182', 'TIMP3', 'RBMS1', 'RNASEH2A', 'PAQR4', 'CDYL', 'XRCC6BP1', 'RBFOX2', 'RPS6KA1', 'ANGEL2', 'NKX3-1', 'CYBRD1', 'RBFOX3', 'ASPSCR1', 'NUP35', 'N4BP2', 'RGPD8', 'GFER', 'MCART6', 'RGPD5', 'HCCS', 'PIGT', 'COX10', 'GLT25D2', 'ZNF703', 'PIK3C2A']",FAM136A
SLX1A,"['CDKN2C', 'UBR4', 'USP4', 'HDAC6', 'C6orf125', 'NCOA1', 'ARNT', 'UBR7', 'PSME4', 'FLYWCH2', 'SLX1B', 'BACH1', 'EAPP', 'GPBP1', 'UQCC', 'HMMR', 'TOP3A', 'KIAA1804']",SLX1A
FARP1,"['SDC2', 'SDC1', 'DCAF8', 'SNRPN']",FARP1
WNT10B,"['PPP2R2D', 'LRP6', 'COL6A2', 'JMJD8', 'FSTL1']",WNT10B
EXOC7,"['EXOC6', 'STX11', 'TSKS', 'DSN1', 'C19orf75', 'EXOC8', 'PTRF', 'EXOC3', 'IFT57', 'ABI2', 'IL1R2', 'EPHA1', 'POC1B', 'COG6', 'PNKD', 'CA14', 'FCGRT', 'DTNBP1', 'SCN2B', 'EXOC1']",EXOC7
UBASH3B,"['DOC2A', 'CCDC33', 'C20orf106', 'RCHY1']",UBASH3B
HDAC10,"['ZFPL1', 'GPD2', 'SPG7', 'PCBP3', 'ABHD14A', 'UQCRH', 'NDUFB5', 'GNPAT', 'PI4K2B', 'EPHA4', 'LETMD1']",HDAC10
CGRRF1,"['PLEKHB2', 'B4GALT3', 'ARSG', 'TMPRSS3', 'N4BP2L2', 'ATP2A3', 'PDGFRB', 'PMEL', 'ZNRF4', 'COLEC12', 'MPPE1', 'ATP1B3', 'TMEM30A', 'PCDHAC2', 'KIAA1161', 'USP33', 'TMED6', 'FOXD2', 'KIDINS220', 'SREBF2']",CGRRF1
OMA1,"['C22orf41', 'CNPPD1', 'TBC1D25', 'SCN3B', 'IFNA8', 'UST', 'P2RX1', 'GXYLT1', 'SLC39A4', 'SLC15A1', 'SLC4A8', 'IRGC', 'BZW2', 'AMIGO3', 'FAM8A1', 'SIL1', 'DKFZp686O24166', 'TPP1', 'EDEM2', 'TOR3A']",OMA1
MTHFS,['PLCL2'],MTHFS
UTRN,"['VHL', 'NDEL1', 'CPNE4', 'PHF19', 'C14orf149', 'PTRF', 'RHPN1', 'CPNE5', 'TTC30B', 'FAM189B', 'FAM167A', 'SNTG2', 'DMD']",UTRN
NEDD8,"['UBE2M', 'CUL5']",NEDD8
FAM190A,"['NDEL1', 'NDE1', 'SMYD2']",FAM190A
PCDHGA11,"['PCDH12', 'TMEM30B', 'PCDHGB1', 'PPIAL4G', 'DKKL1', 'CEACAM21', 'PCDH20', 'FCGRT', 'C2orf48']",PCDHGA11
FKBP5,"['CDK18', 'AKT3', 'AMACR', 'CDKL1', 'ULK3', 'PSKH2', 'CDK7', 'STK11', 'MOS', 'CDK11A', 'MAP3K6', 'WDR90', 'STK35', 'CDK9', 'SGK1', 'PDIK1L', 'PIPOX', 'PRKACB', 'NEK11', 'CDK3', 'CDKL4', 'CLK3', 'CDK15', 'AURKC', 'CDK4', 'CDK6', 'EIF2C3', 'CDK13', 'ATG7', 'ABHD15']",FKBP5
AHI1,['DOCK5'],AHI1
ETV3,"['OLFM4', 'PCDHB11', 'CSN1S1', 'PROZ']",ETV3
PNLDC1,"['FAM69A', 'SIDT2', 'DPY19L4', 'CSGALNACT2', 'LMF2', 'GLB1L2', 'AMIGO1', 'TSPAN10', 'C1QL1', 'GALNT12', 'TRPM7', 'ALG9']",PNLDC1
CENPP,"['CENPO', 'PEX19', 'ITGB3BP', 'CENPQ', 'MLF1IP']",CENPP
LONP1,"['C9orf24', 'NEU4', 'DCAF12L2', 'FOXRED1', 'C19orf45', 'MRPL4', 'RASL10B', 'NDUFS7', 'KLHDC8A', 'DCAF4', 'UPF3A', 'C9orf173', 'MRPS24', 'GCAT']",LONP1
TAF3,"['TAF8', 'TAF7L']",TAF3
ZNF187,"['RPL26L1', 'TRIM11', 'LRP4']",ZNF187
HBS1L,"['MSX2', 'CACNG2', 'EXOSC3', 'RAB39B', 'EXOSC7', 'LIN9', 'EXOSC1', 'EXOSC8', 'STK25', 'LAMP3', 'GCHFR', 'EIF1AD', 'JMJD6', 'UHRF1', 'ISOC2']",HBS1L
MGAT1,"['TCTN2', 'ADPGK', 'RELL1', 'FUT8']",MGAT1
INHBE,"['VHL', 'HSPA5', 'MYO1F', 'ANKRD46', 'COLEC10', 'CPA2', 'APP', 'PRMT7', 'UST', 'FAM169A', 'DKK3']",INHBE
HTT,"['HLA-B', 'SYT12', 'PRMT2', 'MPP1', 'FEZ1', 'OPRM1', 'NPY2R', 'SNX21', 'CRYL1', 'RAB30', 'TKT', 'GPR77', 'IL17RA']",HTT
RAB40AL,"['TCEB1', 'FAM192A', 'LRRC15', 'SPTB', 'PSME3', 'CUL5', 'ISCA1', 'RAB40A', 'RAB40B', 'VSIG8', 'COPS7A']",RAB40AL
CCT2,"['ACTL6A', 'WDR34', 'HDAC1', 'TRMT12', 'FBXW4', 'DCAF7', 'KLHDC8A', 'TUBB2B', 'DDB2', 'TTLL3', 'DCAF10', 'MAPK10', 'GNB2', 'ATP6V1B1', 'MAPK15', 'MLST8', 'WDR83', 'TSSC1', 'KLHDC2', 'WDR86', 'WDR37', 'ACTR3B', 'STRADB', 'TUBA1B', 'TUBA3C', 'KBTBD4', 'CDK11A', 'PEX7', 'TXNDC9', 'ANGPTL7', 'PNPLA1', 'FYCO1', 'DCAF11', 'LCMT2', 'TUBB', 'HCFC2', 'DCAF4', 'WDTC1', 'WDR5B', 'ACTR3', 'GNB5', 'PLB1', 'CCT7', 'KLHL34', 'ACTBL2', 'SMOX', 'GANAB', 'CCT3', 'TUBAL3', 'DNAI2', 'DCAF8', 'PDDC1', 'RAP2C', 'TUBB2A', 'THBS3', 'TUBA3E', 'PNPLA5', 'KLHL33', 'PPP2R2C', 'TTLL9', 'RFWD2', 'ACTR1B', 'CDK10', 'HDAC11', 'CELA1', 'TUBG2', 'KDM4B', 'P4HA2', 'TBL1Y', 'WDR77', 'THOC3', 'POC1B', 'LRRC10', 'SEC31B', 'BUB3', 'DCAF5', 'POC1A', 'ODF1']",CCT2
MRFAP1,"['MORF4L1', 'MORF4L2']",MRFAP1
NAP1L4,"['MAGED2', 'RPL18', 'NAP1L5', 'NAP1L1', 'MRPL35', 'HIST1H2BA']",NAP1L4
CEP110,"['C22orf41', 'FAM167A']",CEP110
AMFR,"['SLC13A2', 'HSD17B3', 'SLC45A2', 'SLC17A2', 'HTR3E', 'ZNRF4', 'KCNC4', 'GLRA2', 'FAM189B', 'ATG9A']",AMFR
CSTF2,"['CPEB1', 'CPSF4', 'CSTF2T']",CSTF2
LPP,"['CBLC', 'PPP2R3A', 'MRPL38', 'WASF3', 'PDLIM7', 'WDYHV1', 'SERPINB2', 'LPXN']",LPP
RAPGEF5,"['ANK2', 'ANK3', 'WNK1', 'UBB', 'MAPK8IP2', 'FLNC', 'HSP90AA4P', 'PPP2R5D', 'ATP2B2', 'TUBB1', 'DDHD2', 'PRKACB', 'HERC1', 'PLEC', 'CCDC88A', 'PIK3CB', 'PRKAR1B', 'ANK1', 'PPFIBP1', 'ZNHIT2', 'RICTOR']",RAPGEF5
THG1L,"['PACSIN2', 'SH3BP5L', 'ZNF524']",THG1L
PAM,"['ART3', 'UBR2', 'GAA', 'SERPINA6', 'DKKL1', 'PTCH1', 'TAZ', 'TMEM25', 'B3GNT2', 'RALB']",PAM
NAALAD2,"['SCGB1D4', 'NAALADL2', 'TMEM30B', 'GGT7']",NAALAD2
TOX4,"['CST6', 'ALOX12B', 'KPRP', 'SERPINA12', 'PPP1R10', 'IFNA13', 'KLK7', 'TOX2', 'SERPINB8', 'A2ML1']",TOX4
XPC,"['POLB', 'CETN2', 'CETN1', 'NAA40', 'APOBEC3C', 'SDC2', 'APLF', 'ZNF428', 'WDR76', 'CETN3', 'SPIN2B', 'SSRP1', 'HIST2H2AB', 'HIST1H2BD', 'HIST2H4A', 'ALX3', 'HIST1H2BO', 'HIST1H2AG', 'H2AFY', 'H2AFY2', 'XRCC6', 'PARP1', 'SUPT16H', 'PARP2', 'RNF146', 'MACROD1', 'H2AFX', 'CSNK2A2', 'RPA2', 'CHD1L', 'TSEN2', 'RAD23B', 'HIST1H3A', 'HIST1H2BA', 'RPA4']",XPC
COG5,"['ATP7A', 'COMTD1', 'COG4', 'COG6', 'COG1', 'DTNBP1', 'PARP16', 'VSIG1', 'COG3', 'VSIG2', 'BSG', 'COG7', 'CCDC136', 'COMMD8', 'CD274', 'COG2', 'STX4', 'PCM1', 'NIN', 'COG8', 'IFFO1']",COG5
ZNF295,"['CETN1', 'FHL3', 'PRICKLE3', 'NAP1L5', 'CASQ2', 'SSSCA1', 'PPP2R2D', 'ABTB1', 'POLE2', 'GSTA1', 'KBTBD7']",ZNF295
SLC38A7,"['ETF1', 'TMPRSS11B', 'SLC22A6', 'GGA1', 'VRK1', 'TCEA1', 'CA14', 'ACTL6B', 'EEF1A2', 'LAMP1']",SLC38A7
CSE1L,['TMEM206'],CSE1L
RPS25,['RRS1'],RPS25
RARB,['RARA'],RARB
FAM171A1,"['TNFRSF17', 'FAM171B', 'PCDHGB1']",FAM171A1
ADAR,['USP38'],ADAR
SLC25A43,"['NDEL1', 'C10orf47', 'HSPD1']",SLC25A43
WWP1,"['FAM70A', 'WBP1', 'FAM189A2', 'TXNIP', 'C18orf1', 'TNFRSF19', 'TMEM51', 'ILDR1', 'TMEM66', 'SPG20', 'ARRDC1', 'FAM70B', 'CPSF6', 'FAM189B', 'ARRDC3']",WWP1
CDKN1A,"['CCND1', 'CKS1B', 'CCND2', 'CDK3', 'CCNA2', 'CDK6', 'CDK2', 'PCNA', 'CCNE2', 'CDK14', 'CDK1', 'CDK4', 'CCND3']",CDKN1A
DYNLL1,"['LRFN4', 'C1orf186', 'FAM117B']",DYNLL1
ZNF721,['TRIM28'],ZNF721
BCAP31,"['CYB5A', 'ATP2B2', 'UBAC1', 'SCN3B']",BCAP31
IKZF4,"['IKZF3', 'IKZF1', 'IKZF5']",IKZF4
KAT5,"['EP400', 'BRD8', 'RUVBL1', 'LRRC42', 'FOXR2', 'DMAP1', 'RRM1', 'GPR156', 'EPC2', 'ING3', 'MORF4L1', 'UCKL1', 'FOXR1', 'MYCL1', 'RUVBL2', 'MEAF6', 'PLAC1', 'TRRAP', 'MBTD1', 'C20orf20', 'YEATS4', 'MORF4L2', 'HIST1H2BA', 'VPS72', 'EPC1']",KAT5
SKA2,"['RALYL', 'SKA3', 'HAUS1']",SKA2
TRIM33,"['ACY1', 'LHX6', 'RABGGTB', 'QPRT', 'CDC16', 'KLHL20', 'WDYHV1', 'HAO2', 'CNKSR1', 'LMO2', 'ZIM2', 'ZNF324B']",TRIM33
RDH5,"['GNPNAT1', 'NME2P1', 'DDI2']",RDH5
NKX3-1,['FAM136A'],NKX3-1
CDK2AP1,"['MBD3L1', 'STRAP', 'HDAC1', 'RBBP7', 'ZNF219', 'GATAD2B', 'GATAD2A']",CDK2AP1
B4GALT6,"['MGAT4C', 'MAN2A2', 'FAM19A4', 'AVP']",B4GALT6
ACBD5,"['ZFPL1', 'VAPA', 'VAPB', 'NECAB2', 'CNGA3']",ACBD5
C6orf211,"['FGB', 'NKD2', 'FAM153B', 'RCAN3', 'RCAN1', 'SNRNP27', 'RCAN2', 'NFKBIA', 'RWDD2B']",C6orf211
DCAF12L1,['DCAF12L2'],DCAF12L1
COL2A1,"['COL9A1', 'MMP9', 'PLOD1', 'C1QTNF9', 'COL8A2', 'CNPY2', 'MMP2', 'GLT25D2', 'C1QTNF2', 'FKBP9']",COL2A1
LUZP1,"['C17orf59', 'DHCR24', 'C9orf41', 'KLHDC3', 'AARSD1', 'SCOC', 'C20orf72']",LUZP1
MEA1,['AP2M1'],MEA1
CROCCP2,"['CROCC', 'DSCR4', 'XAGE3', 'GAST']",CROCCP2
CCDC140,"['RAD51C', 'RGS13']",CCDC140
USP9X,"['SUV39H1', 'PEG10', 'ZNF263', 'HEXIM2', 'ZNF408', 'SUPV3L1']",USP9X
KIAA0240,"['BCL7A', 'SMARCD1', 'BCL7C']",KIAA0240
IFNA1,"['IFNA6', 'IFNA13', 'IFNA14', 'HCCS', 'ISG15', 'IFNA21', 'IFNA17']",IFNA1
PSMB10,['PSMB3'],PSMB10
TLL1,['BMP1'],TLL1
C22orf13,"['GORASP1', 'IMPDH1']",C22orf13
RNF43,"['CSNK2A1', 'MYADM', 'CSNK1E']",RNF43
CDC20,"['CCT3', 'EP300', 'YARS2', 'MAD2L1BP', 'CKS2', 'ANAPC16', 'CKS1B', 'SKP2', 'BUB1', 'SSSCA1', 'CCNA2', 'BUB1B', 'CDK1', 'CDK2', 'PCDHAC2', 'CCT7', 'BUB3']",CDC20
ENGASE,['GNS'],ENGASE
DCT,"['PLXNA4', 'ABCB6', 'CANX', 'LGR4', 'TXNDC11', 'EDEM2', 'DPP9']",DCT
NMT1,"['DEFB1', 'FBXO17', 'BAG4', 'ANGPTL4', 'NCS1', 'KIAA1609', 'ANGPTL7', 'ODF3L2', 'MGST3', 'GPRC5C', 'RFTN2', 'AIFM3', 'TGFB1', 'ABLIM1', 'MARCKSL1']",NMT1
PLEK,['WDR75'],PLEK
PRKY,"['MAPKAPK3', 'MAPK14']",PRKY
RBM45,"['WBP4', 'FOXRED2', 'RBMX', 'DKK1', 'DEF6', 'PSG8', 'ZFC3H1', 'RBM42', 'ELAVL2']",RBM45
CLIC6,['CLIC4'],CLIC6
NR1H3,"['PDE8A', 'STRN4', 'STRN3', 'DDI2', 'STRN']",NR1H3
ANAPC1,"['L3MBTL1', 'FZR1', 'SKP2', 'PENK', 'ANO6', 'MAGIX', 'CDC16', 'GPR156', 'KNG1', 'C1orf88', 'KIAA1683', 'ANAPC13', 'CRYL1', 'C16orf87']",ANAPC1
PSMA1,"['PSMB2', 'PSMA3', 'POMP', 'PSMF1', 'PSME2', 'PSMA6', 'PSMG4', 'PSMB3', 'PSMB4', 'PSMG2', 'PSMG1', 'PSMA5', 'PSMB1', 'PSMB9', 'PSME4', 'PSMG3', 'PSMA2', 'PSMB5', 'PSMA7', 'PSMB7', 'PSMA4', 'PSME1']",PSMA1
NAV1,"['CCDC53', 'RCC1', 'MAP3K14', 'PDCD1', 'DTNBP1', 'COG6']",NAV1
ACTL6A,"['RAP1BL', 'RPRD1B', 'CCT3', 'CCT2', 'SMARCC2', 'BCL7C', 'RUVBL1', 'ZRANB2', 'DPF2', 'HIST1H2BA', 'BCL7A', 'HINT1', 'CYB5R3', 'CCT6B', 'DPF3', 'CCT6A', 'HDGFRP2', 'FEN1', 'TCP1', 'SS18']",ACTL6A
WNT7B,"['WNT7A', 'WNT4']",WNT7B
PSMD13,"['UCHL5', 'PSMD5', 'PSMD7', 'ADRM1', 'PSMB9', 'PSMB3', 'PSMC5', 'PSMD12', 'CCDC74B', 'CCDC92']",PSMD13
HNRPDL,"['LARP1', 'YARS2', 'ERAL1', 'CDKN2AIP', 'PABPC4', 'MRPL19', 'NGRN', 'PAIP1', 'MRPS35', 'SUPV3L1', 'C7orf30']",HNRPDL
FAM84B,"['NMT2', 'GDE1', 'IZUMO1']",FAM84B
CPT2,"['FAHD1', 'CCDC90A', 'ARHGEF26', 'ATP5D', 'RNMTL1', 'GNAS', 'APLNR', 'TMEM70', 'NDUFA13', 'MCL1']",CPT2
MAP3K14,"['IKBKB', 'TRAF3', 'CHUK', 'HSP90AA5P', 'IKBKG', 'NAV1']",MAP3K14
SNN,"['C1orf131', 'MTDH', 'TMX1', 'TES']",SNN
ING5,"['MEAF6', 'MYST2', 'PHF15']",ING5
YARS2,"['TRUB2', 'HNRPDL', 'RBMX', 'CIRBP', 'ZC3H3', 'HNRNPA1', 'LYRM2', 'APOBEC3D', 'C6orf125', 'ATP5D', 'NXF1', 'UQCC', 'KLHL2', 'MRM1', 'FASTKD2', 'RPUSD3', 'MRPL4', 'HNRNPK', 'HSPD1', 'DDX28', 'RBM3', 'RBM42', 'MRPL12', 'MRPL39', 'CDC20', 'ZNF324B', 'TMEM184A']",YARS2
SLC13A2,"['UBB', 'UBA52', 'SCAF4', 'PCNXL3', 'AMFR', 'SEC24D', 'TWISTNB', 'TMEM66', 'ATG9A', 'TCEB3']",SLC13A2
ABCA2,"['HTR3A', 'LMAN2L', 'ZNRF4', 'PON2', 'PTCH1']",ABCA2
PCDHGC4,"['PCDHA3', 'TMEM30B', 'PCDHGB1']",PCDHGC4
CLEC10A,"['C4orf32', 'CST6']",CLEC10A
LIN9,"['COL1A1', 'TCF19', 'MYBL1', 'RGS13', 'LIN54', 'HBS1L', 'DIS3L', 'FAM167A', 'PHF20L1', 'RBBP4', 'LIN52', 'RBBP7', 'LIN37', 'SLMAP', 'MOCS3', 'RPN2', 'MYBL2']",LIN9
YWHAG,"['FAM163A', 'SAMD4A', 'SAMD4B', 'SNX24', 'EPB49', 'RIN1', 'SSH1', 'ANKRD55', 'REEP1', 'NKD2', 'ZNF397', 'SMTNL2', 'BRAF', 'PLEKHG5', 'RALGPS2', 'TFEB', 'CGN', 'FAM53C', 'EPB41L2', 'CRTC2', 'RASSF2', 'SPATA13', 'C22orf33', 'PRICKLE3', 'KIAA0748', 'FAM189A2', 'SFN', 'CDCA7', 'KIAA0930', 'PAK6', 'RAB11FIP1']",YWHAG
TARBP2,"['ZNF669', 'TRIM41', 'TRMT2A', 'ILF2', 'ADAMTS4', 'STRBP', 'PPAN', 'AURKA', 'CPA6', 'ZMAT3', 'RPL15', 'MEMO1', 'SFXN3', 'ARHGAP36', 'STAU1', 'PNKD', 'WDR46', 'FOXD4L6']",TARBP2
MYH14,"['MYL6', 'UNC45A', 'MYL3', 'FCF1']",MYH14
DDX52,"['RPL18', 'ZNF22', 'HIST1H1T', 'GPATCH4', 'RRP8', 'ZNF324B', 'FGF3', 'RSBN1', 'CCDC59', 'RPL14']",DDX52
SP4,"['HIRA', 'VRK3', 'PTPRA']",SP4
STK25,"['CAB39', 'TAOK1', 'STK24', 'HBS1L', 'MTMR6', 'ZNF598', 'PDCD10', 'TAOK2', 'MST4', 'STRN3', 'GORASP1', 'KIF20A', 'PBX2', 'ARL13B', 'GOLGA2', 'STRN', 'CTTNBP2NL', 'C4orf19', 'C10orf47', 'FAM40A']",STK25
TP53I13,['PCDHB11'],TP53I13
ATPAF2,"['KLHL22', 'MRM1', 'TRMT61B', 'CLPX', 'SPG21', 'C7orf55', 'FECH', 'ECHS1', 'NDUFAB1', 'RNMTL1', 'DNLZ', 'FDPS', 'C17orf90']",ATPAF2
TRIM37,"['C17orf59', 'ZNF214', 'ZNF610', 'ZNF816', 'NCAPH2', 'CDC16', 'ZNF211', 'BBS7', 'ZNF416', 'ZNF263', 'TPTE2', 'ZNF550']",TRIM37
P2RX2,"['WDFY3', 'WFS1', 'EIF2AK3', 'SPPL3', 'D2HGDH', 'DSTYK', 'EPHB4', 'HS2ST1', 'SLC26A6', 'FKBP7', 'TUBB8', 'KIAA1586', 'STARD3', 'C1QL1', 'GALNT11', 'GXYLT1', 'SLC25A46', 'CANX', 'EVI5L', 'LRP11', 'TUBB3']",P2RX2
RAB4A,"['SLC22A9', 'GDI1', 'EREG', 'LRIG1', 'SCCPDH', 'GRPR', 'LAMP1', 'RAB2B']",RAB4A
GNL2,"['MKI67IP', 'RPL18', 'MRPS34', 'RBM34', 'CNBP', 'C16orf88', 'RPL8', 'ZC3H3', 'RPL14', 'GLTSCR2', 'NSA2', 'NOL12', 'WDR46', 'HIST1H1T', 'RBM4', 'RRP8', 'GPATCH4', 'ZBTB48', 'NPM1', 'RPL37A', 'RPL30', 'MECP2', 'PPAN', 'ZNF2', 'PRR11', 'PDGFB', 'HIST1H1A', 'RPL18A', 'DGCR8', 'RANBP6', 'ZNF512', 'ZC3HAV1', 'FGF3', 'CDX1', 'HIST1H1E']",GNL2
CDC6,"['PCDHGA5', 'TSPAN3', 'TNFRSF8', 'LAMP2', 'BPNT1', 'C1orf85', 'PROZ', 'FAM131B', 'LAMP3', 'PON2', 'MANSC1', 'MAGEA10', 'TNFRSF1A', 'ISLR', 'PCDHB11', 'TNFRSF10A', 'IL20RA', 'TGFBR2']",CDC6
RAPH1,"['DNM3', 'ABI2', 'NCK2']",RAPH1
ORM2,"['GDPD1', 'ORM1']",ORM2
TREH,['GPAA1'],TREH
HOMEZ,"['DEF6', 'PPP1CA']",HOMEZ
CAMK2B,"['C6orf141', 'NUFIP1', 'ZNF843', 'LIPH', 'NDUFA8', 'CAMK2D', 'C14orf104', 'HAX1', 'RBM42', 'TKT']",CAMK2B
MEGF8,"['MGRN1', 'PSG1', 'PSG8']",MEGF8
FKBP15,"['COMMD10', 'NUDT12', 'SSFA2', 'STX11', 'C1orf87', 'ATP6V0D2', 'ZYX', 'WWOX', 'SERPINB2', 'EXOC1']",FKBP15
GOLPH3L,"['GPR77', 'SLC39A5', 'TNFRSF8', 'S1PR1', 'P2RX1', 'ENTPD7', 'CHST6', 'GPRC5C', 'GLB1L2', 'PNKD', 'C3orf58', 'RWDD2B']",GOLPH3L
RNASE3,"['RNH1', 'POTEI', 'GTPBP2', 'UBAC1', 'ACTA2', 'GNAZ', 'RNF123', 'EFR3B', 'GGPS1', 'ACTBL2', 'BLK', 'ACTB']",RNASE3
LCN15,"['ARID3A', 'POTEF', 'DIS3L', 'ALKBH2', 'ATG4A', 'WDR54', 'NUDT15']",LCN15
NOVA1,['NOVA2'],NOVA1
RNF6,"['ALOX5', 'ASAH1', 'VASN']",RNF6
SCGB2A2,"['B4GALNT3', 'SEPN1', 'PXDN', 'CNTNAP3', 'C3orf64', 'CHSY1', 'ODZ3', 'LPCAT4', 'MGAT5', 'MAN1A2', 'MAN2A1', 'GPC4', 'PCOLCE2', 'SEMA3C', 'EPHB4', 'LOXL2', 'CHST3', 'GPC3', 'CRLF1', 'NDST2', 'GDF11', 'LRIG1', 'ECEL1', 'LAMA3', 'GLB1L', 'C3orf39', 'LARGE', 'LAMA5', 'CHPF2', 'GNPAT', 'ARSK', 'PTRH2', 'TARBP1', 'IDUA', 'TMEM59L', 'TMEM2', 'ST8SIA4', 'TTC17', 'TCTN1', 'GLG1', 'PTPRG', 'SERPINE2', 'LEPREL2', 'GCNT1', 'SLC27A2', 'UGT8', 'DNAJC1', 'ERN1', 'FSTL1', 'COL14A1', 'EXT1', 'PPP1R9A', 'SLC25A4', 'NAGLU', 'SEMA4D', 'TPST1', 'LAMB2', 'CHST10', 'ERO1LB', 'FAM55C', 'HPSE', 'GXYLT2', 'FLT1', 'SLC25A17', 'XYLT2', 'PRSS23', 'FGFR4', 'SCCPDH', 'CHSY3', 'PLXNA3', 'ITGA4', 'GYLTL1B', 'PTGES2']",SCGB2A2
ZNF433,"['ACTA2', 'ANKHD1']",ZNF433
CHSY3,"['STK17B', 'GDPD5', 'MGAT4C', 'GOLPH3', 'RMND1', 'LRFN4', 'SCGB2A2', 'CHSY1', 'LEPREL4', 'PLAUR', 'ISLR', 'CCPG1', 'ADAM21', 'SIAE']",CHSY3
