Genes,caudate,cerebral cortex,hippocampus,hypothalamus,Norm_Symbol
GSDMC,0,0,0,0,GSDMC
TCEA2,0,0,0,0,TCEA2
GPD1,2,2,2,0,GPD1
VAMP8,0,3,3,0,VAMP8
SNX18,3,3,3,0,SNX18
HECTD3,2,1,1,0,HECTD3
TRDN,1,0,0,0,TRDN
ACTR3,0,0,0,0,ACTR3
TRAPPC10,0,0,0,0,TRAPPC10
GALNT10,1,1,1,0,GALNT10
DNM1L,2,3,2,0,DNM1L
PPIL2,1,1,1,0,PPIL2
SIK1,0,0,0,0,SIK1
CUX1,0,0,0,0,CUX1
DRD2,3,3,3,0,DRD2
FLNC,3,3,2,0,FLNC
SRCIN1,0,0,0,0,SRCIN1
YJEFN3,3,3,3,0,YJEFN3
ELMO3,2,2,1,0,ELMO3
CUBN,0,0,0,0,CUBN
GPA33,0,0,0,0,GPA33
CCDC88C,0,0,0,0,CCDC88C
C11orf87,2,3,2,0,C11orf87
ANKFY1,0,0,0,0,ANKFY1
YME1L1,1,3,2,0,YME1L1
KIAA0895L,3,3,3,0,KIAA0895L
SLA,0,0,0,0,SLA
APEX1,0,0,0,0,APEX1
KRAS,0,0,0,0,KRAS
DEFB106A,2,2,2,0,DEFB106A
RYBP,1,2,0,0,RYBP
FAM166C,0,0,0,0,FAM166C
LRBA,0,0,0,0,LRBA
KATNAL2,1,0,0,0,KATNAL2
SMAD4,3,3,3,0,SMAD4
USF1,2,2,3,0,USF1
PHB2,2,1,2,0,PHB2
BCAS2,0,0,0,0,BCAS2
FOSL2,0,0,0,0,FOSL2
PERM1,0,0,0,0,PERM1
KANSL3,0,0,0,0,KANSL3
ANK1,3,3,3,0,ANK1
TEDC2,1,2,1,0,TEDC2
MATN1,0,0,0,0,MATN1
TSG101,1,2,1,0,TSG101
ZNF106,2,2,2,0,ZNF106
PTPA,0,1,2,0,PTPA
CELF5,3,0,0,0,CELF5
RAD23A,2,2,2,0,RAD23A
ZFC3H1,0,0,0,0,ZFC3H1
TMEM87B,0,0,0,0,TMEM87B
CDA,2,2,2,0,CDA
RAP1GAP,3,3,1,0,RAP1GAP
FLNB,2,2,2,0,FLNB
NDUFAF1,0,0,0,0,NDUFAF1
ACOT2,2,2,2,0,ACOT2
POU2F2,1,2,2,0,POU2F2
RPL8,0,2,1,0,RPL8
OTUB1,0,0,0,0,OTUB1
XYLT1,0,0,0,0,XYLT1
OPA1,1,0,0,0,OPA1
UNC45A,0,0,0,0,UNC45A
AFF4,2,2,1,0,AFF4
MARK4,1,1,1,0,MARK4
MAP2K3,1,1,2,0,MAP2K3
LAMA4,3,3,3,0,LAMA4
MRPL41,0,1,0,0,MRPL41
KLHL3,1,1,1,0,KLHL3
DEFB106B,0,0,0,0,DEFB106B
SYNE3,3,3,3,0,SYNE3
SULT1A3,2,3,1,0,SULT1A3
TMEM119,0,0,0,0,TMEM119
PARP16,0,0,0,0,PARP16
BET1L,3,3,3,0,BET1L
BRSK1,0,0,0,0,BRSK1
PSMD8,3,2,2,0,PSMD8
FAM92B,2,2,2,0,FAM92B
BHMT2,2,2,1,0,BHMT2
PRDM2,1,0,0,0,PRDM2
H2AC20,3,3,2,0,H2AC20
KATNBL1,1,3,1,0,KATNBL1
ZDHHC21,0,0,0,0,ZDHHC21
TREM2,0,1,0,0,TREM2
CCDC9,3,3,3,0,CCDC9
TRIM64B,0,1,0,0,TRIM64B
GPKOW,0,0,0,0,GPKOW
PNPLA8,0,1,1,0,PNPLA8
PHAX,0,0,0,0,PHAX
FZD6,1,2,1,0,FZD6
TXNL1,0,0,0,0,TXNL1
CRTC2,0,1,1,0,CRTC2
CDHR4,2,2,2,0,CDHR4
PRND,0,0,0,0,PRND
DENND2B,0,0,0,0,DENND2B
RPL18A,0,1,1,0,RPL18A
CD109,1,2,2,0,CD109
INSL5,3,3,2,0,INSL5
GALNT18,2,0,1,0,GALNT18
CBX5,0,0,1,0,CBX5
TAF8,2,2,2,0,TAF8
C1QTNF12,0,0,0,0,C1QTNF12
LYPD5,3,3,3,0,LYPD5
CREBBP,0,1,1,0,CREBBP
KRI1,2,2,2,0,KRI1
PDP2,0,0,0,0,PDP2
CCNYL1,0,1,0,0,CCNYL1
PSMA5,3,3,3,0,PSMA5
SERPINB5,0,0,0,0,SERPINB5
SPRY2,0,0,0,0,SPRY2
TMED7,0,0,0,0,TMED7
PPM1E,2,2,2,0,PPM1E
SOCS2,2,2,2,0,SOCS2
HAPLN4,1,2,1,0,HAPLN4
NDE1,0,0,0,0,NDE1
PDE7A,1,3,3,0,PDE7A
YIPF3,2,2,2,0,YIPF3
KLHL9,0,0,1,0,KLHL9
MRPL36,2,2,0,0,MRPL36
MACROH2A1,0,0,0,0,MACROH2A1
GYPC,2,2,2,0,GYPC
H2AW,3,3,3,0,H2AW
COL6A3,2,2,2,0,COL6A3
CCDC88A,2,2,1,0,CCDC88A
PAPPA2,2,2,2,0,PAPPA2
FLT4,1,1,1,0,FLT4
AGR2,0,0,0,0,AGR2
RPSA,2,2,0,0,RPSA
MRPL33,2,2,2,0,MRPL33
WNK4,0,0,0,0,WNK4
TNNI2,0,0,0,0,TNNI2
NME3,3,2,2,0,NME3
HSPA14,0,0,0,0,HSPA14
FAM222B,0,1,1,0,FAM222B
SMURF2,2,2,2,0,SMURF2
BLOC1S1,3,3,3,0,BLOC1S1
MBTPS2,0,0,0,0,MBTPS2
RPL5,1,3,2,0,RPL5
PARN,0,2,0,0,PARN
AK2,0,0,0,0,AK2
AFP,2,2,0,0,AFP
SLC26A2,2,2,0,0,SLC26A2
COMTD1,2,2,2,0,COMTD1
RETREG2,0,0,0,0,RETREG2
CNOT6,1,2,2,0,CNOT6
CASQ2,1,2,1,0,CASQ2
CALML5,1,2,1,0,CALML5
IQCC,0,0,0,0,IQCC
GLRX,0,0,0,0,GLRX
UBE2F,2,2,2,0,UBE2F
FXYD6,0,0,0,0,FXYD6
TMEM69,0,0,0,0,TMEM69
GPR160,0,0,0,0,GPR160
PSORS1C2,0,0,0,0,PSORS1C2
TRIM4,3,3,0,0,TRIM4
UCP2,2,3,3,0,UCP2
KRBA2,1,2,2,0,KRBA2
MEF2C,0,0,0,0,MEF2C
EIF4G2,3,3,3,0,EIF4G2
GNAI2,2,2,2,0,GNAI2
HGF,0,0,0,0,HGF
LRRFIP1,3,3,2,0,LRRFIP1
WIPF2,2,3,3,0,WIPF2
ALB,2,2,1,0,ALB
DNAJC28,2,2,2,0,DNAJC28
NRSN2,0,0,0,0,NRSN2
ZNF689,1,1,1,0,ZNF689
HSD17B2,1,1,2,0,HSD17B2
PCYOX1,2,1,2,0,PCYOX1
KIDINS220,0,0,0,0,KIDINS220
PLD6,1,3,2,0,PLD6
YTHDC2,1,2,0,0,YTHDC2
GMCL1,0,0,0,0,GMCL1
SCAF11,0,0,0,0,SCAF11
LPP,1,2,0,0,LPP
MSANTD4,2,2,2,0,MSANTD4
XRCC1,0,1,0,0,XRCC1
PRDM10,1,1,2,0,PRDM10
VIPR2,2,1,1,0,VIPR2
THOC3,2,2,2,0,THOC3
MCM7,2,1,2,0,MCM7
ACTRT2,0,0,0,0,ACTRT2
H3C15,1,2,2,0,H3C15
MDFI,0,0,0,0,MDFI
GRN,2,2,1,0,GRN
ATP2A3,3,3,3,0,ATP2A3
VIM,1,1,1,0,VIM
PKD2L2,0,2,0,0,PKD2L2
GSTM3,0,0,0,0,GSTM3
VAMP4,1,1,1,0,VAMP4
CFAP77,1,2,2,0,CFAP77
ARHGAP25,0,0,0,0,ARHGAP25
FAT4,1,0,1,0,FAT4
MYL2,1,0,1,0,MYL2
MGAT4C,0,0,0,0,MGAT4C
SOX10,2,2,1,0,SOX10
FKBP10,1,2,2,0,FKBP10
MS4A6A,0,0,0,0,MS4A6A
SERPINC1,1,1,0,0,SERPINC1
ZNF598,2,2,0,0,ZNF598
HSDL2,1,2,1,0,HSDL2
CMTM4,2,2,1,0,CMTM4
ZNF616,2,3,2,0,ZNF616
PGM2L1,0,0,0,0,PGM2L1
APOD,2,3,3,0,APOD
SPEN,0,0,0,0,SPEN
CDC34,2,3,2,0,CDC34
TAB1,0,0,0,0,TAB1
SWI5,3,0,2,0,SWI5
AC008162.2,3,3,2,0,AC008162.2
SYCN,0,1,0,0,SYCN
RAB3A,3,2,0,0,RAB3A
CCNJL,2,1,2,0,CCNJL
TRIM46,0,0,0,0,TRIM46
EFEMP2,2,2,1,0,EFEMP2
CT47B1,0,0,0,0,CT47B1
DDIAS,2,2,2,0,DDIAS
RANBP9,0,0,0,0,RANBP9
NAA25,2,2,2,0,NAA25
SLC5A2,0,1,1,0,SLC5A2
C19orf54,0,0,0,0,C19orf54
SLC25A36,1,2,1,0,SLC25A36
TENT4A,1,0,0,0,TENT4A
PRCC,3,0,1,0,PRCC
MATK,0,0,0,0,MATK
RNMT,0,0,0,0,RNMT
EHBP1,3,2,3,0,EHBP1
CENPB,1,0,0,0,CENPB
PPP1R35,0,0,0,0,PPP1R35
AZI2,2,2,2,0,AZI2
SH2D7,1,1,1,0,SH2D7
ORC5,0,0,0,0,ORC5
GJA4,1,0,0,0,GJA4
PPWD1,0,0,0,2,PPWD1
MYO15A,2,2,3,0,MYO15A
TRPM7,0,0,0,0,TRPM7
WAC,0,0,0,0,WAC
HNRNPA3,1,3,1,0,HNRNPA3
ARID1B,3,3,3,0,ARID1B
SS18L1,0,2,0,0,SS18L1
SCAP,0,0,1,0,SCAP
ADH5,0,0,0,0,ADH5
MTIF3,0,0,0,0,MTIF3
FAM71F2,3,3,3,0,FAM71F2
SPC24,0,0,0,0,SPC24
CARTPT,3,3,3,0,CARTPT
SSBP1,2,2,2,0,SSBP1
FIP1L1,0,2,2,0,FIP1L1
LSM2,2,2,0,0,LSM2
TMEM273,2,2,2,0,TMEM273
PPP3CC,3,3,3,0,PPP3CC
TINAGL1,2,2,2,0,TINAGL1
HOXA4,0,0,0,0,HOXA4
TATDN3,3,3,1,0,TATDN3
C19orf12,2,1,2,0,C19orf12
ZNF579,0,0,0,0,ZNF579
SEMA5A,2,2,3,0,SEMA5A
NPDC1,0,0,0,0,NPDC1
MRPS22,2,2,2,0,MRPS22
NPY4R,0,0,0,0,NPY4R
DACT2,3,3,3,0,DACT2
SKAP2,1,0,0,0,SKAP2
JAK3,1,1,1,0,JAK3
CASZ1,1,1,1,0,CASZ1
FAM205A,0,0,0,0,FAM205A
XPNPEP2,0,2,0,0,XPNPEP2
MDFIC,1,2,2,0,MDFIC
GADD45B,0,0,1,0,GADD45B
SIK2,0,0,0,0,SIK2
SPACA9,3,3,3,0,SPACA9
LRTOMT,0,2,0,0,LRTOMT
ARMS2,2,2,0,0,ARMS2
PLSCR1,0,0,0,0,PLSCR1
SLC22A18,2,3,2,0,SLC22A18
GORASP1,0,0,0,0,GORASP1
STXBP1,2,2,2,0,STXBP1
ZNF222,1,2,0,0,ZNF222
HNRNPH2,2,1,2,0,HNRNPH2
ADGB,1,3,1,0,ADGB
TDRKH,0,1,0,0,TDRKH
ZNF304,0,0,0,0,ZNF304
ARMCX6,1,0,1,0,ARMCX6
SPICE1,1,2,2,0,SPICE1
ACD,0,0,0,0,ACD
SGK3,0,2,2,0,SGK3
HNRNPR,1,0,0,0,HNRNPR
SAFB,1,2,2,0,SAFB
PLEKHO2,0,0,0,0,PLEKHO2
SLC36A1,0,2,2,0,SLC36A1
TRMT12,1,2,0,0,TRMT12
PRKCD,1,3,1,0,PRKCD
AGXT2,2,2,2,0,AGXT2
ANKS4B,0,0,0,0,ANKS4B
HPGD,2,2,3,0,HPGD
DOCK2,0,0,0,0,DOCK2
LSS,0,0,0,0,LSS
VPS53,0,0,0,0,VPS53
BRD7,3,3,2,0,BRD7
AXIN2,1,1,1,0,AXIN2
TAF7L,0,0,0,0,TAF7L
HK3,0,0,0,0,HK3
RPL23A,2,2,2,0,RPL23A
BLMH,3,3,0,0,BLMH
ARID5A,2,3,3,0,ARID5A
SPPL2A,0,0,0,0,SPPL2A
EFCAB1,0,0,1,0,EFCAB1
FKTN,0,0,0,0,FKTN
DDT,0,2,1,0,DDT
MRTFB,1,0,0,0,MRTFB
NSL1,1,0,0,0,NSL1
SUPT5H,2,2,2,0,SUPT5H
CCL2,2,3,2,0,CCL2
G6PD,2,2,2,0,G6PD
AP2A2,0,0,0,0,AP2A2
KCTD11,2,2,2,0,KCTD11
DCLK1,2,2,2,0,DCLK1
SCIN,2,3,2,0,SCIN
TSPAN31,2,3,3,0,TSPAN31
NCBP1,0,1,1,0,NCBP1
SH3BGR,0,1,1,0,SH3BGR
ZC3H15,3,3,3,0,ZC3H15
SIRPA,3,3,3,0,SIRPA
AL136295.1,2,3,2,0,AL136295.1
KLHL29,0,1,0,0,KLHL29
SERINC2,0,0,0,0,SERINC2
TRIO,0,0,0,0,TRIO
SLC39A9,0,0,0,0,SLC39A9
NUP54,0,0,0,0,NUP54
NRSN1,1,1,1,0,NRSN1
WWP1,3,3,3,0,WWP1
IL4R,0,0,0,0,IL4R
IDUA,0,0,0,0,IDUA
PAK1,1,1,1,0,PAK1
GSTCD,1,2,2,0,GSTCD
OTP,0,0,0,0,OTP
CHPF2,2,1,1,0,CHPF2
PKNOX2,2,0,1,0,PKNOX2
ALOX12B,0,0,0,0,ALOX12B
CBX8,2,3,3,0,CBX8
DSN1,1,0,0,0,DSN1
REXO2,3,3,3,0,REXO2
SPRYD3,1,1,1,0,SPRYD3
TRAF5,0,0,0,0,TRAF5
PLEKHM2,0,0,0,0,PLEKHM2
RBMS2,0,2,1,0,RBMS2
DIRAS3,0,0,0,0,DIRAS3
MAGI3,0,0,0,0,MAGI3
PPP1R1B,0,0,0,0,PPP1R1B
MAGED2,0,0,0,0,MAGED2
ONECUT2,0,0,0,0,ONECUT2
RBMY1E,3,3,3,0,RBMY1E
FRRS1L,2,3,3,0,FRRS1L
PSG5,0,0,0,0,PSG5
TBRG4,0,0,0,0,TBRG4
ABCG2,0,2,2,0,ABCG2
UBE2S,1,2,2,0,UBE2S
TOM1L2,2,1,0,0,TOM1L2
FAM13C,0,0,0,0,FAM13C
MYOCD,2,3,2,0,MYOCD
SYAP1,0,0,0,0,SYAP1
RGS7BP,3,3,3,0,RGS7BP
GEM,0,0,0,0,GEM
TNFRSF13C,3,3,3,0,TNFRSF13C
TMEM145,3,3,3,0,TMEM145
ZFAT,2,2,2,0,ZFAT
DEDD,3,3,3,0,DEDD
MAPK12,0,0,0,0,MAPK12
ULK2,3,3,3,0,ULK2
RPL27A,0,0,0,0,RPL27A
ABCD4,0,0,0,0,ABCD4
MRPL24,3,3,3,0,MRPL24
AMER2,2,3,3,0,AMER2
KIF1C,0,0,0,0,KIF1C
CTNND2,3,2,0,0,CTNND2
ATP2B3,0,0,1,0,ATP2B3
TXNDC11,2,3,0,0,TXNDC11
CNTN1,2,2,2,0,CNTN1
CCDC39,0,1,0,0,CCDC39
NUP210,1,0,0,0,NUP210
TREH,2,3,1,0,TREH
ULBP3,3,2,2,0,ULBP3
CD300C,2,2,2,0,CD300C
RIOX2,0,0,0,0,RIOX2
GSDMB,2,2,2,0,GSDMB
PPP1R3F,0,0,0,0,PPP1R3F
PEBP1,1,0,0,0,PEBP1
TNNT1,0,0,0,0,TNNT1
NLGN2,0,0,0,0,NLGN2
NFE2L1,0,0,0,0,NFE2L1
SLC27A6,2,2,2,0,SLC27A6
TSPAN6,2,2,2,0,TSPAN6
CHRNA5,0,0,0,0,CHRNA5
PARD6A,1,3,1,0,PARD6A
GRM4,1,1,1,0,GRM4
TOR4A,1,2,1,0,TOR4A
HBG2,0,0,0,0,HBG2
PALLD,1,1,1,0,PALLD
PARVA,0,0,1,0,PARVA
NLRP12,0,0,0,0,NLRP12
PCDH1,0,0,0,0,PCDH1
SRP72,1,2,2,0,SRP72
GTSF1L,0,0,0,0,GTSF1L
SMC1A,0,1,1,0,SMC1A
PCDH11X,0,2,1,0,PCDH11X
LINGO1,2,3,2,0,LINGO1
AP2A1,2,2,3,0,AP2A1
NUP62CL,0,0,0,0,NUP62CL
KIAA1586,3,3,3,0,KIAA1586
KIAA0319,0,0,0,0,KIAA0319
PNP,0,0,0,0,PNP
ACP1,2,2,2,0,ACP1
PCDHA6,0,0,0,0,PCDHA6
PABPC3,0,0,0,0,PABPC3
CALR,2,2,1,0,CALR
SFRP1,0,0,0,0,SFRP1
HMBOX1,2,2,2,0,HMBOX1
AKAP14,0,0,0,0,AKAP14
MDM4,1,2,2,0,MDM4
HBD,2,1,1,0,HBD
MCAM,0,3,0,0,MCAM
SNAI1,0,0,0,0,SNAI1
FAM181B,0,0,0,0,FAM181B
S100A9,1,1,1,0,S100A9
LPIN2,0,2,1,0,LPIN2
SEPTIN4,1,1,1,0,SEPTIN4
LCA5L,3,3,2,0,LCA5L
PADI1,2,2,2,0,PADI1
NAPEPLD,0,2,2,0,NAPEPLD
TOMM5,3,3,3,0,TOMM5
STXBP2,1,3,1,0,STXBP2
SPTBN4,0,0,0,0,SPTBN4
MCCC2,2,2,2,0,MCCC2
RASL10A,0,0,0,0,RASL10A
NPIPA2,2,2,2,0,NPIPA2
WASHC3,0,0,0,0,WASHC3
TFF2,1,3,1,0,TFF2
RRM2,1,1,1,0,RRM2
FAM210B,0,0,0,0,FAM210B
CHP1,2,2,2,0,CHP1
GPC5,0,0,0,0,GPC5
CCR4,0,1,0,0,CCR4
TOP2A,2,2,2,0,TOP2A
AMPD2,2,2,2,0,AMPD2
SCIMP,0,0,0,0,SCIMP
RPL13,1,2,2,0,RPL13
TARBP2,3,3,2,0,TARBP2
DLGAP5,2,2,3,0,DLGAP5
PHF2,0,0,0,0,PHF2
DNAH10,1,2,1,0,DNAH10
U2SURP,0,0,0,0,U2SURP
TMEM19,2,2,2,0,TMEM19
EIF6,0,0,0,0,EIF6
RPL27,2,2,1,0,RPL27
FMN1,0,0,0,0,FMN1
SLC6A2,0,0,0,0,SLC6A2
EHMT2,0,2,2,0,EHMT2
CRNN,2,3,3,0,CRNN
SLC6A11,0,0,0,0,SLC6A11
ANKRD27,3,3,3,0,ANKRD27
ARHGDIA,0,0,0,0,ARHGDIA
SFTPB,0,0,0,0,SFTPB
RNASEH2B,0,2,1,0,RNASEH2B
ZDHHC17,2,2,2,0,ZDHHC17
CAPSL,2,2,2,0,CAPSL
RANGAP1,0,0,0,0,RANGAP1
SH3D19,0,0,0,0,SH3D19
NAPSA,0,0,0,0,NAPSA
MTPAP,2,2,2,0,MTPAP
CFDP1,2,2,2,0,CFDP1
PIBF1,2,2,2,0,PIBF1
GLTP,3,3,3,0,GLTP
CSNK2A1,0,0,0,0,CSNK2A1
RHCG,1,3,1,0,RHCG
IDH3G,0,0,0,0,IDH3G
ASPG,0,0,0,0,ASPG
MARCHF7,0,0,0,0,MARCHF7
SNRPN,3,3,3,0,SNRPN
SEC63,2,2,2,0,SEC63
RASSF1,0,0,0,0,RASSF1
SNX2,1,1,0,0,SNX2
RBM33,1,1,0,0,RBM33
ENOX1,0,0,0,0,ENOX1
GNB2,0,0,1,0,GNB2
SQLE,2,0,1,0,SQLE
DLX1,0,0,0,0,DLX1
INO80E,0,0,0,0,INO80E
AKAP8L,0,0,0,0,AKAP8L
MYB,3,3,3,0,MYB
IL15,0,0,0,0,IL15
STMND1,0,0,0,0,STMND1
BYSL,1,1,0,0,BYSL
GH1,0,0,0,0,GH1
PHLDB2,0,0,0,0,PHLDB2
SLC30A10,0,0,0,0,SLC30A10
TXLNG,3,3,2,0,TXLNG
FLOT2,2,2,2,0,FLOT2
OGA,0,1,1,0,OGA
IL17RD,2,2,1,0,IL17RD
KIFC1,0,0,0,0,KIFC1
ARL5B,0,0,0,0,ARL5B
CX3CL1,0,0,0,0,CX3CL1
MSN,2,2,1,0,MSN
ANKRD40,0,0,0,0,ANKRD40
GDPGP1,2,2,2,0,GDPGP1
PRKCZ,0,0,0,0,PRKCZ
P2RY1,0,0,0,0,P2RY1
CNN1,0,0,0,0,CNN1
HDHD3,1,1,1,0,HDHD3
PLCB1,2,2,2,0,PLCB1
WAPL,1,2,2,0,WAPL
ACADL,2,1,0,0,ACADL
ATP6V0D2,3,3,3,0,ATP6V0D2
MPP5,0,0,0,0,MPP5
CHUK,0,1,1,0,CHUK
FAS,0,0,0,0,FAS
CRTAP,0,0,0,0,CRTAP
MRPS6,1,2,2,0,MRPS6
TTF1,0,0,0,0,TTF1
SPTB,0,1,0,0,SPTB
RIMS4,2,2,2,0,RIMS4
BABAM2,3,2,2,0,BABAM2
RPL13A,0,0,0,0,RPL13A
CHMP2A,1,1,1,0,CHMP2A
CRYZL1,3,3,3,0,CRYZL1
ZCCHC17,0,1,0,0,ZCCHC17
TSEN34,0,0,0,0,TSEN34
GCN1,0,0,0,0,GCN1
LIME1,0,0,0,0,LIME1
ASGR1,0,0,0,0,ASGR1
KIAA0513,3,3,3,0,KIAA0513
SULT1B1,0,0,0,0,SULT1B1
BPGM,0,0,0,0,BPGM
ESRP1,2,2,2,0,ESRP1
ZMYM2,0,0,0,0,ZMYM2
CCDC127,1,0,1,0,CCDC127
SPHKAP,3,2,2,0,SPHKAP
RFLNB,0,0,0,0,RFLNB
LANCL1,0,0,0,0,LANCL1
ATAD2,2,1,0,0,ATAD2
TSPY8,0,0,0,0,TSPY8
CPNE2,0,0,0,0,CPNE2
SNX12,2,2,1,0,SNX12
BARD1,0,0,0,0,BARD1
RIDA,3,3,3,0,RIDA
ARMC3,0,0,0,0,ARMC3
TMEM250,2,2,2,0,TMEM250
GSPT2,1,1,0,0,GSPT2
EIF3J,2,2,2,0,EIF3J
MRPL55,2,2,2,0,MRPL55
TTC4,1,1,2,0,TTC4
TAZ,0,0,0,0,TAZ
KIF7,1,2,0,0,KIF7
HPS3,3,3,3,0,HPS3
NKTR,2,2,2,0,NKTR
PARK7,3,3,3,0,PARK7
ADGRG2,0,0,0,0,ADGRG2
FXR2,2,2,2,0,FXR2
SP3,0,0,0,0,SP3
SPANXA2,3,3,0,0,SPANXA2
CTNNA3,2,1,2,0,CTNNA3
LSM6,0,0,0,0,LSM6
TADA2B,0,0,0,0,TADA2B
GTF2E1,0,0,0,0,GTF2E1
SRSF4,3,3,3,0,SRSF4
FKBP9,0,0,0,0,FKBP9
SYNC,1,1,2,0,SYNC
TM9SF4,0,0,2,0,TM9SF4
DTNA,0,1,1,0,DTNA
TTLL13P,0,0,0,0,TTLL13P
GPR162,0,0,0,0,GPR162
FKBP4,2,3,3,0,FKBP4
CNIH1,0,3,2,0,CNIH1
LPXN,0,0,0,0,LPXN
UXT,0,0,0,0,UXT
SLC17A4,0,0,0,0,SLC17A4
AGTPBP1,1,2,1,0,AGTPBP1
GMDS,0,0,0,0,GMDS
NPC1L1,2,1,0,0,NPC1L1
MRPL47,0,0,0,0,MRPL47
CD101,1,1,1,0,CD101
TUBD1,0,0,0,0,TUBD1
PPP4R2,1,1,2,0,PPP4R2
FRAS1,2,3,2,0,FRAS1
SAMD9,0,0,0,0,SAMD9
TRAF7,0,0,1,0,TRAF7
MBOAT7,0,0,0,0,MBOAT7
MPHOSPH10,1,2,2,0,MPHOSPH10
FCGRT,0,0,0,0,FCGRT
ACTRT1,1,2,2,0,ACTRT1
LDHD,2,1,2,0,LDHD
CDC123,0,0,0,0,CDC123
ASIC5,0,0,0,0,ASIC5
LRRC46,2,2,2,0,LRRC46
AP4E1,0,0,0,0,AP4E1
LYPLAL1,2,2,2,0,LYPLAL1
IMPAD1,0,0,0,0,IMPAD1
SLC25A4,0,0,0,0,SLC25A4
SCN3A,2,2,2,0,SCN3A
TUBA1C,0,1,1,0,TUBA1C
INS,3,3,3,0,INS
PDXK,0,0,0,0,PDXK
WNK1,0,0,0,0,WNK1
CDC25C,1,1,1,0,CDC25C
VPS37C,1,1,1,0,VPS37C
LGALSL,0,0,1,0,LGALSL
CLEC4G,2,2,2,0,CLEC4G
SON,0,0,0,0,SON
CR1L,1,1,1,0,CR1L
UBXN11,2,2,2,0,UBXN11
GPR27,0,0,0,0,GPR27
TLDC2,1,1,1,0,TLDC2
SLK,2,2,2,0,SLK
BCDIN3D,0,0,0,0,BCDIN3D
HMCES,0,1,1,0,HMCES
WRNIP1,1,1,0,0,WRNIP1
ITLN1,2,2,0,0,ITLN1
MYOG,0,0,0,0,MYOG
RTN1,0,1,0,0,RTN1
SERPINB8,1,2,2,0,SERPINB8
SLX4,0,0,0,0,SLX4
KCNQ5,0,0,0,0,KCNQ5
SRP19,0,2,3,0,SRP19
PICK1,2,1,2,0,PICK1
FRRS1,0,0,0,0,FRRS1
SDCCAG8,1,0,0,0,SDCCAG8
CTSC,0,0,0,0,CTSC
SLC38A2,2,1,2,0,SLC38A2
PAEP,0,0,0,0,PAEP
VCX3A,0,0,0,0,VCX3A
AHR,0,1,1,0,AHR
POP4,2,2,2,0,POP4
MYOZ1,0,0,0,0,MYOZ1
EIPR1,1,1,2,0,EIPR1
KIF2A,0,0,0,0,KIF2A
GNAO1,0,3,2,0,GNAO1
VPS4A,0,0,0,0,VPS4A
PFDN6,2,3,2,0,PFDN6
CD80,0,0,0,0,CD80
UPK3B,0,0,0,0,UPK3B
MLH1,1,1,0,0,MLH1
TRAF3IP3,3,3,3,0,TRAF3IP3
CACNB1,2,2,3,0,CACNB1
L3HYPDH,2,0,1,0,L3HYPDH
RAB25,1,2,1,0,RAB25
SFTPA2,0,0,0,0,SFTPA2
NDUFA13,0,0,0,0,NDUFA13
DCUN1D3,0,0,0,0,DCUN1D3
UNC50,1,0,0,0,UNC50
CSTA,2,2,1,0,CSTA
LETM2,0,0,0,0,LETM2
FTO,0,0,0,0,FTO
UFM1,0,0,0,0,UFM1
TEX261,2,3,3,0,TEX261
ATP5ME,2,1,1,2,ATP5ME
SH3BP1,0,0,0,0,SH3BP1
CLPSL2,3,3,3,0,CLPSL2
ZKSCAN4,2,2,1,0,ZKSCAN4
SCAMP5,1,1,1,0,SCAMP5
NAP1L4,0,0,0,0,NAP1L4
PATJ,0,0,0,0,PATJ
ALOX15B,0,0,0,0,ALOX15B
COX6C,0,0,0,0,COX6C
TOPORS,2,2,2,0,TOPORS
EMILIN3,0,0,0,0,EMILIN3
DIS3L2,3,3,2,0,DIS3L2
NUDT7,2,3,3,0,NUDT7
PDHX,2,2,2,0,PDHX
HSP90AB1,1,2,2,0,HSP90AB1
NES,0,0,0,0,NES
ERCC5,0,0,0,0,ERCC5
PAM,0,1,0,0,PAM
CYC1,0,0,0,0,CYC1
CDC5L,0,2,1,0,CDC5L
NFE2L2,0,0,0,0,NFE2L2
NGEF,1,1,0,0,NGEF
TUBB6,2,2,0,0,TUBB6
ARHGEF1,0,0,0,0,ARHGEF1
DNAJC9,2,2,0,0,DNAJC9
BIRC2,0,0,0,0,BIRC2
TMEM150C,0,0,0,0,TMEM150C
DENND1C,0,0,0,0,DENND1C
XPA,3,3,3,0,XPA
MEAK7,1,1,0,0,MEAK7
OTUD6A,0,0,0,0,OTUD6A
CDH23,0,0,0,0,CDH23
ISLR,2,2,2,0,ISLR
H2AC1,0,0,0,0,H2AC1
TRAPPC2L,3,3,3,0,TRAPPC2L
C1RL,1,1,0,0,C1RL
TNNT2,0,0,0,0,TNNT2
RASGRP2,0,0,0,0,RASGRP2
FGL2,0,0,0,0,FGL2
ZNF443,0,0,0,0,ZNF443
TNNI1,0,0,0,0,TNNI1
GPHN,0,2,1,0,GPHN
HIF1AN,1,0,1,0,HIF1AN
SERPINB3,2,2,2,0,SERPINB3
DEFB104B,0,0,0,0,DEFB104B
EMG1,0,0,0,0,EMG1
MAPKAPK2,1,2,1,0,MAPKAPK2
TMEM104,2,1,2,0,TMEM104
RAB11FIP5,3,2,0,0,RAB11FIP5
PPP2R2C,0,0,0,0,PPP2R2C
TEX15,0,0,1,0,TEX15
