,genes,avg_scores
524,AP2B1,5.099739869507333
525,TSHZ1,3.9138627525987264
526,CRYZL1,3.747883925683333
527,ZP4,2.6127696043017488
528,TMC4,3.818439788485142
529,MYLPF,3.7440056227244995
530,ASTN2,4.758613337137499
531,TCIRG1,4.2383004597744165
532,MITF,4.342031247579547
533,RAP1GDS1,4.990785159471499
534,CPED1,3.8654660018038327
535,TM9SF4,4.189484126348
536,NUP98,4.3969771227985
537,RAPGEF1,4.385921360195834
538,ZSCAN22,3.807969553758334
539,ZNF765,3.9063029624390606
540,ATCAY,4.852298166914999
541,CACNB2,4.697268956045166
542,TRIM36,4.015216613498214
543,FCHSD1,3.6830015348339997
544,ZBTB3,4.030106423217124
545,EMID1,3.818488182380214
546,TRAF7,4.47980976668325
547,SSX2IP,4.733144856841665
548,GPD2,4.671353930354666
549,TRMT61B,4.507735424622572
550,JPH2,4.174356830664
551,MYOM3,3.9964368630674993
552,ZNF257,3.7606898141606426
553,GOLGA8A,3.9103795541291517
554,CAPN13,4.038054699103167
555,ZBTB7B,4.170832684546833
556,DHX37,4.299434638434416
557,GDAP1,5.193987591294499
558,B3GNT2,3.8834528839651785
559,HSPG2,4.681526099770666
560,HSDL2,4.30001672046025
561,SRGAP1,4.354416390027666
562,PTDSS1,3.9708887359194995
563,CLTA,4.713337104121833
564,R3HCC1,3.777295410904214
565,MAPRE2,5.047100907002749
566,DRD1,3.8761880809435003
567,SNX19,4.0065510888165
568,ZCRB1,3.997048366875595
569,TNS4,4.100807598570833
570,NLN,4.185896551174749
571,ZNF234,3.736182009703
572,BAG4,5.336113329394999
573,ENDOG,4.078312310193749
574,CDK13,4.11258941929397
575,LIMK2,4.327636153722
576,SLC22A18,3.7308589191266663
577,ZNF616,3.531762134319666
578,LRP10,4.00614805899
579,LRP11,4.554277958109833
580,SLC7A14,5.134686324304499
581,IFT140,3.778719670253985
582,RAB6A,5.059857543604499
583,CCDC113,4.20122581837225
584,DENND6B,4.467576875604833
585,NFIA,4.5627678066072495
586,APOO,4.702956367465998
587,MTFR1L,4.10121783428525
588,ROCK2,4.545344366354833
589,PEAK1,4.643254570907492
590,COG6,4.532292806025834
591,TRPV5,4.185197577267333
592,SF3A1,4.5081457960155
593,CERCAM,4.215181232699041
594,USP39,4.4881655676523335
595,HAUS3,4.10490692422275
596,LRRC18,3.7514170520219996
597,SLITRK1,5.079923607924666
598,GABRD,4.889964111867166
599,MED24,4.218294382619166
600,UPF3A,3.877180055380083
601,MRPL28,4.862063957674389
602,MBD3L1,2.966675859149833
603,PPFIBP2,3.9839050588566662
604,RASA4,4.026009159460916
605,BIN2,3.929577301248333
606,DSTN,4.417482417471511
607,ARPC1A,4.448517376847416
608,ZNF829,3.9005899821974994
609,ELK4,4.1585100638475
610,ZNF441,4.2122729311928335
611,KPNA3,4.563470072064999
612,EEF1D,5.948054877912
613,PDIA2,4.229470442004666
614,TRADD,4.383302600811167
615,CABIN1,4.082539815483499
616,RPL37,4.527078461725333
617,B9D1,4.089087684202166
618,PRKACG,3.8479829049121417
619,HSPA13,4.60586157708
620,CDH15,4.394483433599401
621,LMO7,4.620831092466333
622,SOX15,4.011668231515321
623,IRAK4,3.5995397194985
624,ZNF146,4.245257437570071
625,CLN6,4.30894425852625
626,MIA3,4.1393880091775
627,PRR12,4.0235045739796655
628,FBXL6,3.8415380557656658
629,PARP2,4.620648592761178
630,PPP2R5E,4.422897606542749
631,ATG4C,4.065915548671
632,TOPBP1,4.163342987579499
633,BCDIN3D,4.083366091162643
634,DUSP16,4.16788451552
635,KLB,3.74546917325775
636,ZBTB16,4.399600337231167
637,APOA1,5.002481640299583
638,DDX49,4.332944345407999
639,ZNF404,3.8971605015587496
640,RBMS2,4.198296965946416
641,PCBD1,4.439035291043095
642,CHCHD2,4.279799935612999
643,VASH1,4.222121812159999
644,EPX,3.6018214501723858
645,THOC3,4.1543171677255
646,ATP1B3,4.279418974710667
647,CHGA,4.664565617699
648,ENSA,4.1446244038685
649,KLHL40,4.125659159144999
650,ARMCX3,4.387923226471333
651,DRG2,4.13397913903175
652,PIN1,5.189229485784249
653,PAPOLG,4.1093360895355
654,IFFO2,3.913952818202714
655,VCAN,4.140987440742666
656,ATR,4.82184558590775
657,TACC2,4.191306310809666
658,ZWILCH,3.9482073960593804
659,CARD11,4.3470459686551655
660,SLC16A1,4.441144307274833
661,CAMTA2,4.863517372534165
662,AIFM3,4.57289466476675
663,MPHOSPH6,4.229698824802
664,NLRP14,4.102390773922485
665,ATRX,4.497956156620166
666,AHSG,4.170649963254642
667,MATN3,3.8610587756576664
668,NCAM1,5.149000036950416
669,RGS20,4.777545375603999
670,BCHE,4.080579634275048
671,UNC13B,4.201193210760314
672,NOM1,4.122291933955
673,RPL36AL,4.2506195365015
674,TRMT6,4.361444782798875
675,THUMPD3,3.7985262883926665
676,SLC30A5,3.9713636559205834
677,ITGB3,4.452861234614833
678,KDM1B,3.9098391005536657
679,HUS1B,3.954418957998499
680,AGPAT3,4.341335133173249
681,PRAM1,4.207446884089901
682,OLR1,4.053843877618666
683,GOT2,4.595166607645167
684,IL10RB,3.9331778183678328
685,PPM1D,4.124526269490818
686,ARIH1,4.154825758243049
687,RNF167,3.8687132400309996
688,POMZP3,4.036703672365499
689,MRPL17,4.011983908465499
690,PJA1,4.520103745921416
691,GPR183,3.938887429258
692,MDH1,5.085638836792999
693,RPS6KA1,4.552789256990985
694,OSTM1,3.986029781987595
695,KNDC1,4.977516686978999
696,AMPD2,4.546592835781999
697,SERPING1,3.724410374724416
698,FCER1G,3.8908610771409995
699,PSMC3IP,3.9197065767208326
700,PSPH,3.939590854790666
701,DEF6,4.015062705657068
702,BIRC2,4.593708764705
703,TUBB1,4.453921768953666
704,TNS1,4.359612108798999
705,MAP3K11,4.574961598316583
706,CPEB1,4.723394991817166
707,PHPT1,4.219974928613666
708,WDR13,3.8141776379556664
709,TBC1D22A,4.07271872684625
710,TPRX1,4.463518542188317
711,RAB1A,4.806490711026333
712,REXO1,3.9634540357425556
713,ZNF169,4.074396783513666
714,ZNF621,3.736524187481
715,BAZ2A,4.5362851460265
716,SRSF9,4.5018020696175
717,NDEL1,4.669248518122417
718,POLK,3.6230905394948176
719,PARM1,4.138640445286167
720,CIART,3.8332485785459163
721,CLEC2D,3.9107437105114844
722,AIP,4.4540790441708324
723,RNFT1,3.707476134975666
724,SPRR2D,4.443765728219408
725,CHST10,4.680450368214332
726,FUT2,3.78041560833375
727,CHEK1,4.3591093087785
728,LANCL2,4.998911950763499
729,CTDSP1,4.36962954488575
730,PNPLA8,3.9587353097847493
731,SLC35B4,5.027946191341166
732,RB1,4.775495357770499
733,OSR1,3.9781128494209996
734,MRPS16,4.02153689799
735,SH2D3C,3.942541818475762
736,ZNF319,4.049491124695428
737,PDLIM4,4.081432169328167
738,FERMT1,4.142803771935832
739,CAPN5,3.881312157042
740,HMX2,4.261527844538249
741,PCDHB11,4.1537375440940005
742,ARAP1,4.421021176781999
743,ABCA3,4.2446504840645
744,NCOA6,4.3397454691725
745,SPATA19,3.1315612215365003
746,AGPAT2,4.154879250903999
747,SPATA6,3.664560482804818
748,ELAVL1,4.817142410710167
749,ZNF624,3.8662248516151663
750,GLDC,3.9820329412984163
751,TTC5,4.252351241272083
752,LRRC40,4.705223364541666
753,MMGT1,4.425730467843916
754,ATAD1,4.37067887457725
755,PNMA2,5.01716828354775
756,ABCB5,3.4652097500774848
757,PLEKHG1,4.048247810506666
758,HOXC9,4.684751073567135
759,FCGRT,4.335060242567667
760,DBI,4.223871575868055
761,GAS2L3,3.981138954690242
762,CPOX,4.265721717711499
763,F3,3.974502609732666
764,KCNT2,4.205629824777666
765,IL15,3.89937849064675
766,SLC25A17,4.068882850904999
767,BCAS3,4.493322309707833
768,FUT10,3.5493157866258214
769,ZNF143,3.6492573549353295
770,NPY1R,3.9849729001674996
771,ARHGAP20,4.188109372940749
772,GSTP1,4.8239820584015
773,EID3,3.997216994864833
774,TWIST1,4.310780664739499
775,MOB1A,4.498140928808999
776,MCM10,4.4322137261945525
777,ACTN4,4.7068933365070675
778,SLC38A7,4.027016280703666
779,WBP2NL,3.6961367785355237
780,ICAM2,3.923054750682833
781,AP2A2,5.4115333052312495
782,WNT5A,3.9335501372278325
783,KPNB1,4.6506428085164995
784,SMC1A,4.567116602161
785,IGLL5,4.3309231824655
786,PSMD3,4.618765961880166
787,IFIT5,4.263707427819833
788,CLMN,3.9267603390696513
789,BBOX1,4.128756385483651
790,UPF1,4.859162416260666
791,ENPEP,3.825516389452166
792,SPEN,4.70863455444475
793,SMO,3.985611799404071
794,GIT2,4.726758894610262
795,HIGD2A,4.042747371587917
796,PRAF2,4.586141482240666
797,SNRNP27,4.091677522673749
798,ZNF768,4.188527254312809
799,GLYCTK,3.7855512298315
800,SLTM,4.025005800963653
801,PRKG1,4.404382777623318
802,RAB40A,4.062712979602333
803,TSKS,4.214181645021318
804,JPH1,4.7666129186054995
805,ZNF84,3.627347565179047
806,MID1,4.3920926011546655
807,LRRFIP1,4.054309478474969
808,MAT2A,4.324089951702749
809,AR,4.717941126514
810,BFAR,4.119604792954833
811,ZNF771,4.350126048907916
812,ACACB,4.445562326776833
813,FA2H,4.206756683225583
814,GPI,4.9765803337508325
815,PRMT8,5.391181200408144
816,HNF1A,4.139144601698318
817,DISP1,3.777745161071897
818,CHRND,3.656826671331737
819,EIF6,4.462310134271832
820,CAMKK1,5.336443127535249
821,CAMK1D,5.487655298675666
822,PRKCB,5.238652461326666
823,CHKA,3.9520303316010836
824,ETV3,4.227989069875167
825,SUB1,4.302108080095916
826,CRADD,4.211540976449333
827,SCRIB,4.645373433908636
828,TUBA1C,4.562494501821666
829,DDX54,4.254661028467722
830,CAD,5.049772787297332
831,DCP1B,4.286612102241417
832,POMT1,3.9470451199814165
833,BMPR2,4.213484294393917
834,MCM2,4.9793515650031654
835,PCSK2,4.15519258662225
836,ALPK1,3.6574480918036665
837,BCAM,4.303451915795
838,RFXANK,3.9988674186054163
839,SEC31A,4.335000560198833
840,FOXH1,4.3178912393817495
841,SCN5A,4.2360592695824995
842,STARD8,3.829781392531095
843,DIAPH1,4.4827630896473325
844,RIOK1,4.405975643565332
845,RALGAPA1,4.351610145478916
846,NPEPL1,3.8893510934928326
847,CDK19,4.016008402338083
848,TRIM71,4.0273837269724995
849,FOXJ3,4.07585820296325
850,FRMD7,3.716800562473618
851,TOP3B,3.721557051071639
852,ADAMTS4,4.45489301588375
853,SYT3,4.853620175394499
854,KIRREL2,4.1857488670455
855,ZNF541,3.9627438924854643
856,SNX17,4.5733230782895
857,EXOC5,4.154332821444499
858,ZNF646,3.70668786220425
859,SLC19A2,4.064245062797832
860,AS3MT,3.7967929347344165
861,PDE10A,4.136426104118678
862,TMEM38B,3.9674544147315
863,SAFB2,4.015497911796447
864,TARDBP,4.87243846483025
865,GPR143,4.0896666573625
866,PLRG1,4.101980714472333
867,DPCD,4.362867587389999
