,genes,avg_scores
2749,OSTF1,4.468761104451667
2750,CREB3L4,3.8607500636379997
2751,CCDC134,4.214342736046416
2752,IQGAP3,4.470526494055118
2753,MORF4L2,4.331625651725832
2754,MDM1,3.63364753772
2755,TMEM53,3.8340275583516665
2756,ZNF408,4.443273221490499
2757,LMO3,4.819153716198916
2758,TOPAZ1,3.63823214792225
2759,DMPK,3.766645681625809
2760,POLR3F,4.469978530280499
2761,SAMD9,3.79339125265923
2762,ACOT1,3.95126580331175
2763,ANAPC1,4.258822088387249
2764,SOX7,3.9857359207888328
2765,PHTF2,3.9497639014870414
2766,ZNF669,4.090249570959499
2767,FOXL2,4.310936525453976
2768,NOP58,4.31658590373325
2769,ASB10,3.225133872473
2770,SELP,3.7459419867770474
2771,PPM1L,4.125720363291226
2772,CHD5,4.891627552583166
2773,RIF1,4.737921554252499
2774,ARPIN,4.133793790365928
2775,CNEP1R1,3.888758950796166
2776,COPS5,4.633936835635805
2777,AXL,4.489917186881666
2778,YTHDF1,4.46728281841225
2779,TADA2B,3.9910113485435
2780,SAP130,4.258258024731249
2781,FN1,4.540005626054333
2782,ZBTB43,3.9863811191419165
2783,BLOC1S3,4.160363992981619
2784,ATF7IP2,3.9907072027744164
2785,STAP1,3.991178402034667
2786,GADD45A,4.317546869639
2787,ARRDC3,4.290699079054999
2788,NUP205,4.6233841011855
2789,LRRTM4,5.1261341749069995
2790,RAD54B,3.7665698337162494
2791,LAMTOR1,4.448334526981214
2792,APPL2,4.100940786468151
2793,TBC1D24,4.340569694915166
2794,KRT82,3.4023335520769997
2795,ATP6V1F,4.8532177387255
2796,CPEB4,3.6781170818286784
2797,GABRB1,5.086514635462
2798,ZNF510,4.493611881932333
2799,FSTL1,3.878473702842833
2800,RHEBL1,4.472492247394916
2801,RNF212,3.949988846577785
2802,PTCD2,4.249524764507999
2803,TAGLN2,4.624346735869249
2804,VAV3,4.484337978867291
2805,GRK1,4.366657628605795
2806,LAX1,3.879287328413666
2807,APBA1,4.940000460752999
2808,KLHL3,4.7422552669031655
2809,DSEL,3.7899846971626663
2810,RAB23,4.328530078620833
2811,MFGE8,3.9244007923413333
2812,PKD1,4.8432568778885
2813,CSK,4.652507676818999
2814,ZDHHC3,3.9350509154489997
2815,SLC30A9,4.561347586036499
2816,PTPRC,4.629344238241999
2817,VEPH1,3.926623297321249
2818,AFP,2.993017207544
2819,CDK9,4.393109091457594
2820,PAX5,4.2229959769985825
2821,ISCA1,4.9076701773275
2822,SFXN1,4.46414206671
2823,DIS3L,4.15966016331275
2824,KDM2B,4.351717998908
2825,TRAF3IP1,4.401583513367999
2826,DCTD,4.30563915402675
2827,ZSCAN21,4.176481734118499
2828,FBXO6,4.640464682396999
2829,TRIM28,4.212004703925531
2830,CEP57L1,3.977418951492333
2831,CYP4A11,3.995451947138833
2832,THRAP3,4.675829488217833
2833,FMO5,3.6539855889044013
2834,WDR77,4.478201515306833
2835,BDH1,4.328783630514582
2836,LATS1,4.5437451106315
2837,PAX2,4.216973723873
2838,VWA1,3.9593549358204996
2839,SOX13,3.9568602802812616
2840,KRAS,5.003093995018499
2841,ZBTB24,4.1657473823785836
2842,IFT57,4.050430715236833
2843,FBXL14,4.130146759667916
2844,LPIN1,4.16230115738465
2845,DLX2,4.091178957506332
2846,LIG4,5.002951021351
2847,UBXN2A,3.851375989327333
2848,STARD9,3.8323352359237854
2849,MLLT10,4.04596885896625
2850,PARD6G,4.236840991868499
2851,TVP23B,3.6792551352135003
2852,ZNF625,3.8736847779953325
2853,OGFOD1,3.683897726404333
2854,DHTKD1,4.125903384317334
2855,CACNA2D1,4.768549680339249
2856,P4HTM,4.37414657047
2857,ZNHIT6,4.286729806714583
2858,SRC,4.859001620957833
2859,EXTL3,4.3262618335795
2860,GLS2,4.198303490533833
2861,CSNK1G1,4.3573977539553335
2862,KCNQ3,4.883517695783749
2863,CD2AP,4.511730281556834
2864,BOD1,4.050504142737321
2865,LMOD3,3.916876728077333
2866,NPM1,4.783490809785333
2867,CEP97,4.535472931131499
2868,TTPA,4.1009424750835
2869,TIGD6,3.9368343943621658
2870,CD63,4.065650669441666
2871,EHF,4.041935123369999
2872,CEP170,4.778237006226916
2873,CTLA4,4.136656651026167
2874,MX2,3.7592238536189995
2875,STAT4,4.386537061866047
2876,SCNM1,4.266819344667749
2877,ARNTL2,4.305369492217651
2878,C2CD5,4.523043251944416
2879,CDK16,4.679758675903667
2880,GALNT1,4.067288851690833
2881,RPL17,4.732545197559333
2882,ECHDC1,4.2205170925618924
2883,ZNF333,3.683001617864666
2884,HEPH,3.820684389706151
2885,CCNA2,4.4236707055309985
2886,CD55,3.944754452661583
2887,PCDHA4,4.716749678129166
2888,SLC1A3,4.655377325187666
2889,NPRL3,3.738513784513167
2890,LHCGR,3.7341431086587487
2891,VPS37D,4.467801680334415
2892,SCARF1,3.8483657530151665
2893,DNAJB9,4.2269053312185
2894,ABCD3,4.364970612395417
2895,NID1,4.1445105519954994
2896,OGFR,4.233784501209833
2897,TUBD1,3.866078556761985
2898,PRPF3,4.147005616867999
2899,BCL2,4.622688283408833
2900,ZNF600,3.6892870880454995
2901,GALNT7,4.040625466504499
2902,ITK,4.553002696760417
2903,RPL15,4.463987682896476
2904,HOXD1,3.7295068720154996
2905,UBE3C,4.4775631760665
2906,ECD,4.1743458743885835
2907,GPSM2,4.133493549986833
2908,KLHL20,4.245873200127167
2909,ALDH3B1,4.254498577490154
2910,SHC1,4.388073267035
2911,POLN,3.689538444866833
2912,HERC5,4.185255559805249
2913,LPAR4,4.132381129112833
2914,MTCH1,4.579349082345999
2915,SPATA13,3.927855396104068
2916,CORIN,3.916733205494987
2917,DKC1,4.542190182989
2918,PGAM1,4.669235314944833
2919,IFIT3,4.2785365911849995
2920,PHKG1,3.784465863995317
2921,HMGCL,4.046911570587834
2922,PLCD4,4.3218897548385
2923,PLEKHF2,4.544861603168999
2924,LRBA,4.739952371303416
2925,IFRD2,4.067476212281833
2926,TRAM1L1,4.189313272703
2927,ZNF182,3.719097692029318
2928,PRR5,3.926880965799333
2929,UBE2D2,4.280392608673
2930,AARSD1,4.125910777541333
2931,NUDT6,3.7277090373805
2932,CRISPLD2,4.0335574550005
2933,COG8,3.791471328763916
2934,UBE2E3,4.431698165757618
2935,BTRC,5.1881455614559995
2936,FOXI2,3.7375055521676472
2937,SH3D19,4.216124130477749
2938,MYOM2,4.022207762552499
2939,LPAR6,4.255088048268833
2940,FOXP3,4.0768944732815
2941,HINFP,3.8873550065787015
2942,AKT3,4.35368891971525
2943,PPP2R3A,4.221382074775001
2944,TDP1,4.033130906415249
2945,STAM,4.87862959644
2946,ACVR2A,3.948822166566166
2947,SCG3,4.617092518799333
2948,ESRRG,4.689383260641249
2949,ASNS,4.921104733029999
2950,FES,4.357353215047834
2951,ZDHHC8,3.926264102977068
2952,HRH1,4.101552762621833
2953,POLG,3.72571704261875
2954,S1PR5,4.206689740690499
2955,RASGRF2,4.393287577824999
2956,SLC25A32,4.3938909893115
2957,SERF2,3.950487117345583
2958,COG1,4.732400811082666
2959,L2HGDH,3.9853397337675
2960,PPARGC1B,4.272255959730667
2961,DRD3,4.6014622836624985
2962,TM7SF2,3.8489007547887493
2963,BLOC1S1,4.2572130174
2964,HMGN1,4.023118902627833
2965,AHCYL2,4.2970360647857495
2966,SFTPD,3.919320178479678
2967,ASAH1,4.949668554525499
2968,CDC123,4.141242593076333
2969,LCMT1,4.358860829283666
2970,CAST,4.636173837308651
2971,ZNF432,3.445725783166166
2972,NBAS,4.161156249642333
2973,CPT1B,3.7209952047506665
2974,SLC2A12,4.018845429392833
2975,TAF4,4.134251332343584
2976,MUL1,4.237090469664833
2977,SAMD1,4.498427806172833
2978,RUVBL1,4.892367381581666
2979,HCFC1,4.287964268257193
2980,CENPT,4.219032027478583
2981,CD40,4.15726993910375
2982,OSBPL3,4.469857833379333
2983,VSX1,4.6629553966345
2984,SETDB1,4.728473112333666
2985,SLC35C2,3.766856015110818
2986,CTSF,4.094361918331166
2987,IDI2,3.749993047069603
2988,KIF9,4.0055029981965
2989,LRIG3,3.8126425297915
2990,OR2K2,3.688558613206916
2991,LTV1,4.3003064040981664
2992,NXF1,4.219053399064166
2993,ZNF394,3.8914047725408327
2994,IFT172,3.8997364257492495
2995,DUSP12,4.2806765361390005
2996,THEM4,4.206166663532202
2997,ENOX2,3.8952628771084163
2998,NEB,4.641191333678499
2999,INO80C,3.834038038212416
3000,U2AF1,4.388012195400332
3001,CACNA1A,4.962483877764999
3002,SERPIND1,4.877404979043
3003,FOXK1,4.3001389579435
3004,SNAPC5,4.449652067086916
3005,NUFIP1,4.3838067196525
3006,LAMP2,4.1759732274943175
3007,GRASP,3.9693522897662494
3008,ACAD8,3.9544436462878334
3009,NRBF2,4.261489708246
3010,RAPGEF6,4.409387746105833
3011,GREB1,4.030078760314
3012,CHM,4.618812554873499
3013,MADD,4.7236214973507495
3014,KRT86,4.3090956066525825
3015,CD3E,4.180067078441
3016,SLC16A9,3.9788476777374164
3017,DNAJC9,4.728067717805499
3018,CYP2C8,4.011740455528393
3019,CXCR4,4.325373785818167
3020,PAM16,3.6811980738680017
3021,OTOG,3.7111136433464993
3022,TRIP6,4.400352344263666
3023,ZNF138,3.6701118329563327
3024,MTPAP,3.9518409250669997
3025,PYCR1,4.446484555353167
3026,KLC2,5.338106918629583
3027,ALDOB,4.032084572167666
3028,PRKAB1,4.356935043109166
3029,STAC2,4.4767210162275
3030,ZIC5,4.2836879334699995
3031,CAMLG,4.120878512930999
3032,AGAP4,3.7580459198403333
3033,RANBP2,4.888366411680249
3034,OR7G3,2.720940034090045
3035,DFFA,4.085949852464985
3036,ATP2C1,4.645655337589583
3037,DNAJC13,4.657438481729333
3038,MEPE,4.704987041053068
3039,ZNF587,3.9641946448556666
3040,SCARA3,4.182458386422416
3041,PSMB10,4.12800185707625
3042,HESX1,3.8218345674019996
3043,USP51,3.911833580502499
3044,ZNF485,3.933201327960625
3045,FSTL4,4.638443482279666
3046,FAM13B,4.163270546571
3047,KCNE4,4.050139101369416
3048,SCGN,4.374378389486916
3049,SYNPO2L,3.8568883116903327
3050,TALDO1,4.5497576909425
3051,SGK3,4.144002971176999
3052,OTUD7A,4.848360776888833
3053,PTEN,4.6979557343358325
3054,ARHGAP6,4.032416982918333
3055,PRMT2,4.145792664057499
3056,SUPT20H,3.7151432052966356
3057,SPG11,3.943135391413
3058,NT5C3A,3.9139379234999843
3059,KLHL4,4.062601353596333
3060,COLQ,3.9705004930769996
3061,MYO1E,3.940621754302
3062,PAFAH1B2,4.690357099347833
3063,LSS,3.9470265846479164
3064,P2RY2,4.0519502491
3065,ZNF101,3.6767194702465
3066,ZNF497,4.130578231528332
3067,INPP5E,4.2384448047804995
3068,DVL3,4.865466398871166
3069,CRCP,3.9651471807351664
3070,TAB3,4.070899237425249
3071,CLEC16A,3.485473642786187
3072,GINS4,4.080281941708499
3073,RPS23,4.501188070881
3074,AADAT,3.787605640457082
3075,FAF1,4.238239205940651
3076,EHMT2,4.944735855039333
3077,HSPA6,4.505288158424166
3078,UTP18,4.251087176511
3079,SETMAR,4.1226135938486665
3080,SMG7,3.9356348109776382
3081,DDX3Y,4.007378094967333
3082,PDX1,4.434730900027908
3083,NPIPA7,3.954860889189499
3084,IQCB1,4.607054692009999
3085,RADIL,4.304370670599818
3086,LRG1,3.8913875360945
3087,IGBP1,4.612108170071
3088,MTHFS,3.9046727459854282
3089,OPTN,4.6041041470031665
3090,DCAF7,4.904172714986499
3091,SNX3,4.594163725873166
3092,MAML1,3.964105362703571
3093,SNX25,4.381348800224
3094,CTR9,4.44551130815
3095,MYO15A,4.145839435642666
3096,SH3GLB2,4.335610206591
3097,KRT40,3.9241530618613805
3098,TEKT2,4.168456828556
3099,CRYGC,2.718569390007437
3100,RFX7,3.960844628076416
3101,CD3EAP,4.489388353689833
3102,PLXNA4,4.766927995241999
3103,SYNGAP1,4.480589426813285
3104,SAP30,4.10038196027
3105,TULP1,3.9792826243218684
3106,ETNK2,4.00746402872675
3107,PIGT,5.287672276515
3108,FBXO38,4.064270609192749
3109,CHN1,5.069198597570594
3110,GRB10,4.710466016905583
3111,FAM136A,4.245946027980555
3112,IFT80,3.8870556365225832
3113,APLNR,4.350120683335333
3114,TAS1R1,3.807066885829833
3115,TTC8,3.8041769173757496
3116,NR3C2,4.29921241185975
3117,IL3RA,4.166416727686833
3118,TC2N,3.9248209291894165
3119,PTPRCAP,4.018166733307416
3120,LTA4H,4.238502165922833
3121,NCOA3,4.624509016159916
3122,PRKX,4.0666219696464045
3123,MCM4,4.8960651111657505
3124,SLC3A1,3.7371631809028325
3125,SREBF1,4.061756608900651
3126,PAN2,3.8208600903016507
3127,IPO5,4.871213670062333
3128,SYCE3,4.160573396992749
3129,CLPB,4.322166870979832
3130,ELAVL2,4.747744002796167
3131,RPIA,4.457330603608999
3132,VTI1B,4.4404979978776655
3133,DCLK2,4.482590180636667
3134,GUK1,4.3830431948053326
3135,ALOX5,4.072463839162317
3136,YAF2,4.089181476527583
3137,ADRB2,4.592507114811333
3138,ZFY,3.7949304149067498
3139,ACAP1,4.217461805056214
3140,SLC33A1,4.249032731020167
3141,CCDC66,3.7294942837693026
3142,DERL2,3.7221580174954987
3143,WDR18,4.25827514489
3144,TRAF2,4.7064581224275
3145,OSBPL8,4.571175948462142
3146,ZFP41,3.961555831791428
3147,CRIP1,4.370256894118999
3148,TRRAP,4.620524005374249
3149,CHUK,4.664563700439417
3150,GMPS,4.303775570869
3151,PHKA1,3.987679856847416
3152,POLD1,4.399306715217333
3153,APIP,4.111615374052333
3154,TBX5,3.701827158048064
3155,PHEX,3.887934565567083
3156,MON1A,4.091709376221333
3157,RCBTB1,4.295631965110651
3158,OSBPL5,4.2771946245313055
3159,TSEN2,3.8876742130313335
3160,FSHR,4.571026195671999
3161,NR2F2,4.152892881015833
3162,SLC23A1,4.142236811153
3163,ORMDL3,4.2813960072479995
3164,CIITA,3.5860369603421054
3165,UBC,4.895308143076166
3166,EEF1A1,4.954602497042083
3167,PDE4A,4.392483441471582
3168,ABCB1,4.155546182293166
3169,SYK,4.421952128145583
3170,FBXW9,4.203840558006
3171,BMP4,3.8914684697618327
3172,SRP19,4.22070205978475
3173,CHD6,4.2281163462426665
3174,TLR6,3.799712395563583
3175,ANKRD28,4.102976313315
3176,BTN1A1,4.233152038201749
3177,RSL1D1,4.496444493486833
3178,RNASEL,4.316645741404071
3179,TRAPPC10,3.994262243426
3180,IL20RB,4.002803319312833
3181,CSRP2,4.292427348052738
3182,FLOT2,4.523455055513
3183,CA9,4.232234776105071
3184,SSC5D,4.13607862665
3185,ADAM9,4.3413359961175
3186,MRPL3,4.358311093696666
3187,CDK5RAP2,4.212892136553485
3188,SLC22A3,3.8495930838200003
3189,SRSF3,4.416225267805309
3190,HP,4.195529508217291
3191,IGSF8,5.395848558395833
3192,TDP2,4.3050154999645
3193,CBFA2T2,4.158856528521666
3194,PNP,4.41745809034025
3195,TFDP2,3.7520211898549998
3196,ZGPAT,3.975053570498917
3197,ZNF620,3.8074156537158332
3198,CAMSAP1,4.379583894755658
3199,APTX,4.020500410747499
3200,DLGAP3,5.317204537159499
3201,MYH2,4.244942244967666
3202,ZNF423,3.8433141850878685
3203,TIAM1,5.2243860274535
3204,OR10AG1,2.474757484381303
3205,PFKP,5.101196156917999
3206,RPL7A,4.9854717718199995
3207,VPS16,4.120688537823416
3208,CSNK1G3,3.985660398652999
3209,GNG2,4.496998216687249
3210,TRPV2,4.003863231373666
3211,PACS1,4.493981370239166
3212,CENPE,4.490135543498166
3213,PAX1,3.7679636659958327
3214,OSBPL10,3.9800912653290834
3215,CASP10,3.653268823351318
3216,ALAS2,3.912266416073818
3217,RPS26,4.673890656910833
3218,CDKN1C,4.379862777163499
3219,CYB5B,4.081312334192665
3220,FZD2,4.119588111175
3221,ATG2B,4.6955867077649165
3222,MED12L,5.0379839129968325
3223,FEM1A,4.042557144942333
3224,ETFB,4.4808653867055
3225,IGFBP5,4.183199963732833
3226,PLEKHM2,4.471266183251165
3227,AUP1,3.9736625432971664
3228,GNAI1,4.604212521694416
3229,ZNF398,4.152464235996666
3230,BCOR,4.161064674673916
3231,SLC30A6,3.88196019353475
3232,ZFYVE19,3.957279902335821
3233,RRAGB,4.251216181542667
3234,UGT2A3,4.053256388846818
3235,PLCG2,4.5512846939383325
3236,FOXA1,4.038183761810167
3237,STEAP2,4.051110928909333
3238,ZNRF2,4.1744178229525
3239,MTMR2,4.040544193958834
3240,POLR2G,4.397245763982499
3241,TBC1D1,4.209799228847636
3242,ZP2,4.457264913704166
3243,HYAL4,3.881570266949041
3244,BBX,4.43189704599975
3245,PPP1R11,3.3266052020171424
3246,CCNB3,4.0581654681555674
3247,GLE1,4.21993038265275
3248,SERPINB12,3.8881742047117225
3249,EIF2S1,4.152001862670333
3250,POLRMT,3.913295460166333
3251,CIPC,4.8524467522315
3252,ZFP30,3.7510692718466543
3253,HBB,4.4137183123711665
3254,JADE1,4.1311915052085
3255,TESPA1,4.231808471979166
3256,CORO1C,4.7858147286905
3257,DDO,3.9619426591469993
3258,IKZF2,3.8818263844106515
3259,DRC1,3.5107761503429993
3260,SLC13A5,3.9871043336960827
3261,ARHGEF3,4.502554662074499
3262,PCF11,4.0741724968285675
3263,ACTR2,4.932628028182499
3264,PUM1,4.21675040513175
3265,PTPRB,4.308507715117786
3266,SLC5A6,3.6122991977774164
3267,NIF3L1,4.109481058883083
3268,DHX29,4.390259756069667
3269,KRTAP19-3,2.652488876939939
3270,CEBPD,4.174946185232833
3271,DCDC2B,3.798712801114034
3272,GRAMD4,3.9551768179708175
3273,CCKAR,3.376937740153999
3274,UQCR10,4.142391791652999
3275,CENPA,4.229425200974403
3276,SEC63,4.219999114029068
3277,SYNE2,4.456832055722666
3278,RPS6KC1,4.201030848988136
3279,PGP,4.703321844504
3280,MYD88,4.314119004630332
3281,RAB4A,4.682221116126749
3282,SNAI2,4.338117478672083
3283,MICU1,4.552491940245
3284,CHD9,4.105432820535166
3285,ERP29,4.2617477592645
3286,HES6,4.305658861703666
3287,PLCL2,4.362344724714904
3288,ZMYM6,3.965423498920083
3289,INO80,4.232638150924832
3290,ACE,4.100833954104332
3291,DCTN3,4.489828216149
3292,EFTUD2,4.589438418540916
3293,DDRGK1,4.5360377177814994
3294,PUM2,4.0976319806515
3295,AIFM1,4.743601330191666
3296,RIMS3,4.977774150452999
3297,THYN1,4.2327721897555
3298,CHRM2,4.104017636904958
3299,POMGNT2,4.575951264773499
3300,KRT15,4.2782541440312505
3301,SLC41A2,3.777220387812166
3302,TYK2,4.374776621863833
3303,UBR7,4.229775373949667
3304,OPRL1,4.60412080666038
3305,PMM2,4.086886792016666
3306,ABHD17B,4.130462113311
3307,TCAP,4.347915638670916
3308,MAP2K2,4.286994130944749
3309,THEMIS2,3.7447964980891664
3310,MFN1,3.706228113722984
3311,ACTN2,4.566090739098167
3312,CCDC50,4.181016923765749
3313,HHEX,3.826782343584416
3314,PDCD10,4.304383085416333
3315,ATAD3B,4.245951446192416
3316,TES,4.506996846475166
3317,SEC14L1,3.7242367952032147
3318,SUGP2,3.973446654833095
3319,COPS8,4.4466252105305
3320,ZNF506,3.9913723034549276
3321,PPIAL4D,3.9528954656979547
3322,AQP5,4.01492016231975
3323,VPS26A,4.470829920989
3324,OTUD3,4.408128402245166
3325,COX10,3.8138501817099995
3326,GFPT1,4.672418479306999
3327,ZNF98,3.9023790052034997
3328,PELI3,5.132031412693999
3329,PHF8,4.0681056603284995
3330,PIK3R1,4.8766632569505
3331,CDX1,4.1869898423415
3332,HEXB,4.254355265058
3333,NAV2,4.5289410474975
3334,TXNL4B,4.04738394115625
3335,ENC1,4.6769910275374995
3336,RCAN3,4.310940366371167
3337,PYGM,4.127419923280318
3338,LAPTM5,4.251756779163499
3339,GALNT12,4.211169979200811
3340,ZNF714,4.090950821620333
3341,RPAP3,4.49290943711675
3342,PDE6B,3.941332641610833
3343,CHRNE,3.7635978098297347
3344,PTPRA,4.704965976721333
3345,RNASEH2A,4.386455976996249
3346,CPT1A,4.4549844781435
3347,TGIF2LY,3.537039757956151
3348,SNX9,4.544060687056833
3349,PDE9A,4.137207819733151
3350,NFX1,4.028818308541083
3351,GHDC,3.9794171858245
3352,HSD17B12,4.631918018140714
3353,PPP1R14C,4.050088131039166
3354,ELOF1,4.1093969342914995
3355,NDC80,4.550172001437667
3356,SPECC1L,4.275090938175166
3357,AOC2,4.072837678681999
3358,SGTB,5.3100992152129995
3359,SYT10,3.8705349003605347
3360,RPL22,4.615553069374833
3361,CDK2AP2,4.0182903222265
3362,ATP1A4,4.167525586462214
3363,EIF1,3.757591489785333
3364,NPLOC4,4.479339227027833
3365,ZNF214,3.8848869962629995
3366,KIR2DL3,3.7339815583608176
3367,CCDC78,3.8722639879280827
3368,SEC24B,4.469695096096999
3369,PRICKLE2,4.223195701609083
3370,FTH1,4.6903942382184995
3371,PDIA3,4.5419828989545
3372,EDC3,4.6189655432607495
3373,CYSLTR1,3.86050311266125
3374,ARID3B,4.206399298027833
3375,FAM91A1,4.216122194670916
3376,KCNN2,4.2340862059105
3377,HTRA1,4.40903969578575
3378,ZNF473,3.649134119591547
3379,HIBADH,4.299475181619547
3380,RPL37A,4.325559267172
3381,MRPL34,4.0544589633590356
3382,CDCA8,4.286628283725666
3383,ECM1,4.2687860551855
3384,CPPED1,3.9412444142322136
3385,CHCHD3,4.606694562803
3386,ERCC2,4.072297552784
3387,MAP7D3,4.067090989355318
3388,FRYL,4.065552992067071
3389,INCA1,4.566960402218416
3390,RFTN2,4.040720347155499
3391,LRSAM1,4.261221535495333
3392,FBXO10,4.365769885506333
3393,ATG5,4.6365288121002495
3394,PSMC5,4.8159135465085
3395,PLCB3,4.482142491709785
3396,TBX18,3.651684323101485
3397,RRP12,4.5314377388735
3398,GOLGA4,4.28777137618975
3399,CDC6,4.17621175148875
3400,GOLGA5,4.27803496509625
3401,FAM160A2,3.659055358334151
3402,ILF2,4.943280275730167
3403,ANKFY1,4.477384669672833
3404,CSRP3,3.8706122085683683
3405,DDX42,4.220619815652803
3406,OPRD1,4.741791719447
3407,HMGB3,4.154583713801487
3408,PPP3R1,5.3538202394265
3409,SEMA4D,3.852603378163818
3410,GALE,4.115490732135
3411,CCNA1,4.439636120462667
3412,SDF4,4.457488494420833
3413,GSTM1,4.126283840108333
3414,GNG5,4.238848852287833
3415,DUSP22,4.304589060102916
3416,EXOSC7,4.220720885150583
3417,WRAP53,4.098855840834666
3418,VAMP5,4.228947671006929
3419,MLPH,3.9847443469749284
3420,GCGR,3.6367230825314993
3421,BCL9,4.103892993629833
3422,LILRB1,4.016158555369166
3423,DENND4B,4.080517720949416
3424,RMND1,3.9868329837576666
3425,MMP27,4.151739548267166
3426,BANF1,4.441881474416155
3427,TBX1,3.8233881512902497
3428,CASS4,3.892795501414068
3429,ALDH3A1,3.9114896886654993
3430,TRAF3,4.3603440535598885
3431,NAP1L1,4.4219078070185835
3432,ATP9A,4.857089359643499
3433,NPHP3,3.6352802938218733
3434,MCM9,3.656245156982734
3435,CCDC85B,4.789321590147999
3436,BAZ1B,4.25673952549419
3437,HMGN5,3.664262309442
3438,MLKL,3.8444365789646664
3439,PSMA2,4.385672177175582
3440,TMEM230,4.247438915740499
3441,MEP1A,4.761547335211
3442,ATM,4.564201112494166
3443,ITGAM,4.062231124277964
3444,PAK2,4.820375342375667
3445,PGM5,3.9746427372359996
3446,HM13,4.207209005997624
3447,SUCLG2,4.2968032510005
3448,NR1D1,4.1618378379945
3449,ZFAND2A,4.575179690289166
3450,PADI2,4.028323877722333
3451,IMP4,4.072719324444499
3452,SF3B2,4.609711330645
3453,EIF3D,4.508516262031167
3454,ARPP19,4.540892734593332
3455,NR2E1,4.549640264141
3456,LARP1,4.848322000457166
3457,WDR43,4.210495560876083
3458,TADA3,4.225729145728166
3459,RELA,5.002685969094167
3460,EFNB3,4.754110620894166
3461,NEURL4,4.300257314710333
3462,RFC2,4.622851873899999
3463,DLG5,4.540624381819
3464,PODXL2,4.765766025432333
3465,SON,4.108908507001499
3466,CAPN15,3.828561432579667
3467,ZMAT4,4.996126775030166
3468,TOX,3.9667404072892496
3469,UBXN1,4.203959328261833
3470,DUOXA1,3.728538988953083
3471,PPP1R13B,4.496106172765749
3472,SNRNP48,3.9583957647051666
3473,YTHDC2,4.6588334196586665
3474,DNAH7,4.432596123521832
3475,TEC,4.254605795073583
3476,TAF1A,3.8230932594678175
3477,FCGR2A,3.961208490761333
3478,DMRT2,3.947675785197333
3479,ZNF324B,4.114813322622499
3480,REPS2,5.222208122662832
3481,NHEJ1,3.9174267073198332
3482,MTAP,3.9200619540676667
3483,OIP5,4.585269279813
3484,RAB37,4.7307389759289995
3485,SSX1,3.1045433149104067
3486,AGPS,4.284109969548845
3487,DDX18,4.708808118815334
3488,USP24,4.229630399613249
3489,RAB31,4.720978688291833
3490,PIGG,3.732245572737985
3491,AGTR2,4.0659188622534845
3492,ZFYVE9,4.749257217155
3493,SOX6,3.9075883753510827
3494,PKP3,4.409392355388166
3495,FBXL7,4.206294780911
3496,MYOZ1,4.340113054585167
3497,IGDCC4,3.741252955105749
3498,NDUFA3,4.2612808533505
3499,HSD17B6,4.082045252173738
3500,MMACHC,3.8862674947709994
3501,SNTB2,4.35337153318225
3502,WDR3,3.896597220725499
3503,SLC25A48,4.5131973483514995
3504,MAPKAPK5,4.053602471372
3505,TRPC5,5.372824328125249
3506,APOL2,4.162232945306833
3507,ACOXL,3.775580680805484
3508,TBL1XR1,4.229467610201
3509,IFT20,4.028464631742334
3510,ZNF440,3.7885003721195822
3511,HGD,3.7549204256645
3512,ZNF524,4.253181093653666
3513,GABRE,3.770481795741999
3514,FXYD1,3.9932565293206665
3515,STARD3NL,4.061201061433394
3516,DNAJC14,3.9747293001383333
3517,TNFRSF13B,3.8817569657170714
3518,VDR,4.451690821512999
3519,FOXF1,3.868191610638166
3520,TVP23C,3.7723837238501665
3521,TRAP1,4.567779147598916
3522,DDX58,4.4415484645915715
3523,PEF1,4.488223708225
3524,PRR14,3.921490182537666
3525,TNFSF13B,4.2681885097475
3526,NAA25,4.193663845674917
3527,PLP2,4.3307309332125
3528,HOMER3,4.503615038954999
3529,MRPL43,4.2493374376303334
3530,TBCEL,3.9688155906210834
3531,DDT,3.9713822166163335
3532,HTR7,3.998755463864583
3533,LPCAT1,4.140391276973166
3534,NOP56,4.414324022714237
3535,USPL1,3.9342040946803327
3536,GIPC2,3.9873238633691663
3537,ZNF415,3.8562505820505
3538,TJP3,3.959835369750818
3539,OTOP3,4.041764792819246
3540,IFT22,3.9082648395163937
3541,ARHGAP1,4.489614206875
3542,KAT8,4.026877247829984
3543,CNR2,3.8706390394406665
3544,GFM2,4.507254195350249
3545,ZBTB4,4.323118284825333
3546,ZNF549,4.00872228550875
3547,CD300A,3.8381384520012496
3548,SRP72,4.3413010940725
3549,DHCR24,4.199716427080928
3550,SCMH1,3.88790916392525
3551,KLHL42,4.223344754911666
3552,MED4,4.422617185489916
3553,PRPS1L1,3.5568652947415003
3554,SMARCD1,4.461117428366381
3555,CEBPB,4.476450785423166
3556,LHPP,4.038224329037291
3557,TNS3,4.5122992396415
3558,ZNF385A,3.977175029892666
3559,CCDC120,4.497924792486
3560,MYCBPAP,3.690867884128666
3561,PDCD1LG2,3.9759402373091666
3562,GFRA2,4.160862008269749
3563,PHF13,3.930827186483999
3564,STAMBPL1,4.501427491948499
3565,TRIM14,4.235102353144666
3566,FAS,4.259263473975056
3567,ZNF649,3.800921272273821
3568,COPB1,4.839952535838833
3569,SCN1A,5.1912757493612505
3570,EIF4H,4.562771512386999
3571,EPS15,5.037312368410333
