Gene2,AAK1,ABI1,ABI2,ACTB,ACTG1,ADD1,ADD2,ADD3,AGRN,AMPH,ANK2,ANXA1,AP3D1,ATP1A1,ATP2B1,ATP2B2,ATP6V0D1,ATP6V1B1,C1QBP,CACNG3,CAMK2B,CANX,CAP2,CDC42,CDH10,CDH2,CNTN2,CNTNAP1,CORO1A,CSPG5,CTBP1,CTNNB1,CTNND2,DBNL,DLG3,DLGAP1,DLGAP2,DNM2,DNM3,DPYSL3,DYNLL2,EPHA4,ERC2,EXOC3,EXOC4,GABBR1,GABBR2,GABRA4,GAP43,GOT1,GRIA4,GRIN2A,GRIN2B,GRM3,GRM5,GSK3B,HRAS,HSPA8,HTT,INA,KCNA1,KCNA2,KCNMA1,KCTD12,KCTD16,LIN7A,LRRC7,MAP1B,MAP2,MAPT,MINK1,MPP2,NAPA,NLGN2,NRGN,NRXN1,NRXN2,NSF,NTRK2,OLFM1,PACSIN1,PALM,PCLO,PDE2A,PEBP1,PFN1,PFN2,PICALM,PKP4,PLCB1,PPFIA1,PPFIA2,PPP2R1A,PPP3CA,PPP3CC,PRKACA,PRKAR1A,PRKAR2B,PSD3,PURA,RAB10,RAB18,RAB21,RAB35,RAB3C,RAB3D,RAB5A,RAB5C,RAB8B,RABAC1,RAPGEF4,RHOA,RIMBP2,RIMS1,RIMS2,RPH3A,RPS18,RTN3,RTN4,SCN2A,SLC18A2,SLC1A2,SLC32A1,SLC6A17,SNCA,SPTBN1,SPTBN2,STX1B,STX4,STX6,STX7,STXBP1,STXBP3,STXBP5,SV2A,SV2B,SYN1,SYNGR2,SYNGR3,SYNJ1,SYNJ2,SYP,SYT1,SYT12,SYT2,SYT7,TNR,TUBA1A,VAMP2,VCP,VDAC1,VPS45,VTI1A,WASF1,WDR7,YWHAE,YWHAG,YWHAH,YWHAQ,YWHAZ
DNAJC5,4.545917156099998,4.508917816,5.370884472999999,5.207498311399999,5.3246523199999976,4.502203797000002,5.9410803869999995,3.9588310007,4.1047119797,5.904179208799998,6.937216004999995,3.724300418299998,3.7082126564999984,4.925307142699998,4.190276145299999,6.338501359999998,5.339910375,4.281944044799999,3.991292579400002,5.8435438541,4.068680626,4.668630339,3.7111931394999993,3.9181209307999993,5.7423892579999976,3.4500465992000002,5.6937803196999965,6.023708487,4.9869475570000015,4.6064117840000005,4.6299337112,6.713771330000003,5.372680423999998,4.516784567599999,5.649577270999999,5.266484824,4.6039016428,5.319109977000003,6.1804923490000006,3.2805172804,5.332218724299999,5.0145932902000006,6.5562399454,3.470468074699998,3.0864222355000006,5.2066405819999995,5.647052089399997,4.431127279899997,5.422832130999999,3.6881043532000017,5.5866698354,6.5454594939999975,5.3860407764,4.410953426999997,5.580303309399998,4.580569449199999,5.128503868399998,5.473190490999997,4.835163740399999,4.599700139399999,4.678482588400002,5.658532572999997,4.433181974999999,3.4488330633999986,4.2889941335999975,4.463305761,4.451062498500001,4.961932716999998,5.645114788799999,6.581244804000003,4.436624858000001,5.0417949539999976,4.513480553699999,3.3889881993000004,4.331267728000001,7.243910590999997,4.627335023399999,4.707756368399997,5.027151481099998,4.645677525699998,5.2451178204,3.6011100047,6.580531595999999,4.679344753400001,3.7177443200999982,4.7046522834,4.7209326619999965,5.200820056,5.129855432200003,6.254278193999999,4.764547871,6.984223136000005,4.796264910000001,5.469673308999998,3.5919979677,4.8067342250000005,3.4350370259,3.6257780296999993,5.604755471999998,3.7878726639999996,3.8945047765999985,3.2777722608999995,3.995174707,4.709946007099998,6.3757669109999995,3.5811659462,4.271639745,4.737235028799998,3.4787437861999986,3.787470119,4.583921457399998,3.301524576299998,4.280213826500002,5.693551108599997,4.915217587999998,6.455634265000001,3.6702820264,4.5242409921999975,4.543682510499999,4.864390982,3.8458183501999996,6.011952713699998,6.501465448099999,5.401848703999997,6.172889936999999,4.6416740373000005,4.1969557287,4.8366585513999985,4.110600044299997,3.6567834883999986,3.4246659329999978,5.6080293419999965,3.579053081400001,4.677808543699999,6.222990842999996,4.9316780134,6.401615139999994,3.9607161935000006,6.193712918299997,5.5046100089999985,3.7378160070999984,4.8374342310000005,6.384721051999995,4.2762192830000005,4.541021432899998,5.1789484452,5.125598179599997,4.421473765099999,4.545100109300002,4.985121735400002,5.2100930960000005,3.747658194600001,3.858241412100002,4.298380896000001,7.281045231000004,3.8881954307,5.498496941299994,5.695052624299997,4.104857828200002,5.791205109
EBNA1BP2,4.435967366399999,4.743509628000001,5.532182463000001,5.757389297,5.644575825999999,5.675942047666668,4.401423525599999,5.297954018399996,4.514421102000001,4.222155430799998,5.682609218999999,5.763051071499999,4.862066350000003,5.2717691883,5.349996921,4.201511389599999,5.234518277199999,4.915355390200001,5.927539623999999,4.246223830599997,5.225099294999996,4.745650749399997,3.748117457499997,4.927392536,3.7584636249999983,4.8576340274000005,4.374141728999999,3.5466789241,5.888350933199999,4.690777159000001,5.012181336999998,6.7102742730000005,3.164419428800002,5.213053938999999,5.136662127999998,3.971543889800001,4.2570735498,6.752416817699999,4.451350033,4.934105689399998,4.786361308,5.638282306000002,3.8524160509,4.781598376800002,5.036605140999997,3.4632640173,3.8371288513999984,3.6847444799,4.079189004699998,4.582737654299999,3.8691392687999966,5.100069480999999,4.308871852999999,3.9427886859,4.7030263529999985,5.336492258599999,4.846374479999998,5.851969389999998,5.252569736000001,4.413812959999999,3.7876896281,3.745684826899997,4.411820601199999,5.032706218300001,3.9589498181999976,4.476106711100001,5.2215811908,5.0638513635,4.974498677999998,6.850398181999997,4.921934588000001,4.6055322169999995,4.9893345232,3.7550735401999997,3.3336916623999997,4.8021135407,5.365818320000002,4.800413686999999,4.663296506200002,3.9323399456999986,4.815364901000001,3.7483264380000008,4.621910398200001,5.1144900099999955,5.007861387,4.889942708799999,5.635238578999998,5.4095009876,4.648016951000003,5.637597154999997,5.151381571999999,4.388566395999998,4.9354331932000015,4.262135407999998,4.5663134931,4.863635059999998,4.960042907799999,3.4976429554999986,3.4578316273999983,6.223169183000003,4.552418621200001,3.8709307553,3.9195080226999996,4.738344989399999,4.030591708600002,3.7899641274,4.819491818800001,4.3642569382,4.656716428700001,3.9800537137,4.689109098099999,4.9411067294,3.4793895399999983,4.4025045659999975,5.006615007999999,4.456516209300002,6.745091361,5.125136629799999,5.184967268399999,4.5100708782,3.7981706296,5.544109638999998,5.1015893430000006,4.038984865299998,5.484583390400002,6.157226337000001,5.3204944339999996,4.017043536399998,5.118122316799998,4.5410992363,4.357387495199999,5.3416625553999975,4.2335100504000005,3.9457830882,4.415096007300002,3.5604622218999986,4.179878710800002,3.9219186933,3.550515062100001,5.578336229999999,4.982612590999997,3.8101513560000004,5.807452962999998,5.026521242299999,5.115408701000001,5.696852485000001,3.9372658178999984,4.741813359,5.217476973399998,5.7845914590000005,4.3907078883,3.6589997501,3.4741676989000023,4.096233667700003,3.1942582192000013,5.613340390000001,4.938407873000002,4.876596907300001,4.4774378330000015,5.090116278999999
EEF2,4.844019351999999,4.987241719399999,5.5333185789999995,7.440514427999999,7.217661074999999,5.4778043274,4.091702638999998,4.441441836400001,4.1281061354,4.181308052399999,5.2286971279999985,6.106409147999999,5.033867756400001,6.253228509200004,4.287634302499999,5.311439098400001,5.319350400799999,5.504252139399998,5.961161444000001,4.9477567307,5.095557556000001,7.140568902999999,4.3274950053999985,5.9249427237,4.968776440699998,5.576404630999999,5.299866406399998,5.3109342737,5.277018245999998,4.552581856199997,5.069654434000001,7.376046345999996,5.601545689999999,5.492879549,4.199735509899998,4.97890636,4.2882674151,5.7782432086,5.6274103630000045,5.3879010406999965,5.524548021300002,5.458461828999998,5.725772061499997,4.8305653824000006,5.379619543999997,5.353767167399997,3.897991955099999,4.352804854999999,4.1536341724,4.850303691333337,3.8235704545,4.127743253999999,4.2902765347999985,3.824094654400001,4.038843835800002,6.3099441574,5.345362954999998,5.708339028999999,5.864796331,5.505664661000002,4.7755378616999975,4.272732659000002,3.6192530349999994,5.380186525400002,3.3034986452999977,5.428133369999999,5.775421139,6.888290576000003,4.351133066999998,7.098168026000001,5.242035614999999,4.720539156,5.314690407399999,4.422678790000001,4.4838230480000005,5.116429684000001,4.1542786723999985,5.434994686000001,5.726143903499997,5.008739744,5.958403120000002,5.398844550299999,4.338425538200002,4.066400150400002,5.656346549299999,6.266306536000002,5.595470890999999,6.0915861093,4.619522343799999,5.093861443000001,4.663723633,5.8061394467,6.253249339999999,5.9087590376,5.243197228999998,5.9674151470000005,5.934641812000003,4.779050035399999,5.479147580699999,5.8403400299999975,6.1738866116999995,4.4533284360000005,5.420859482999999,5.668427004799996,4.334008619399999,5.3579154770000015,5.427441636999999,5.8246288427,5.575919084300001,4.8532346747,3.7772289118,5.756182364099996,4.280935599000002,5.807887142,5.6254376438,5.161373339399995,7.297023392999997,4.7160510257,5.172275616,4.227997732699999,4.8181081184000005,6.046011886999997,5.099453454999999,4.916602298666664,5.819934712000003,6.0405751033,5.1929311284,4.900803542,5.559839647300001,5.1113801063999995,4.850865704400002,5.201859492999998,5.208310915400001,3.6417933191,5.3101863467,3.706505456699999,4.9350233951,4.0261970212666665,4.760255923000002,5.201002493,4.943265205399997,4.451671198999998,6.213215314399997,5.153121973,4.695311867999997,4.672070867000001,4.0715289711,5.085645080999998,5.622928138000001,5.1729076748,4.9271627547,5.023152773999999,5.1346242327,5.605171878999999,4.989475831399999,6.90915991,6.363382783,5.8730025206999965,7.190218127999997,5.3888239145
ERC1,6.701535848999997,5.735621139999999,5.576475898399998,5.9197571979999974,7.123511832000003,5.151164163299999,6.023567649399997,5.6555347220000005,6.2473697969999975,5.610980953399997,5.1743717545,6.7008700044,5.8352532364,6.456844706000002,5.535226421199999,4.1942270517,3.7594127927999983,6.100741435,5.793649539999998,5.536568480200002,5.369027621,5.337879817399999,5.6994607490000035,5.7843936644000005,4.632960734199997,4.847399465099998,5.046157818500001,4.38840546,4.178497868600001,4.2507349906,5.794867574999996,6.6649660159999975,3.646031346699999,5.248893960399999,6.277519875,5.315830038999999,3.9834459287999993,6.5111788870000025,5.045708481799999,5.881134786399998,5.700618905400001,5.7748109778000005,6.0078562369999995,6.433010116999997,6.940079151,4.054501200599999,4.0414479287,5.453123442300002,4.651947527999999,3.6074663744,3.6038242600000014,4.103611403,3.817296995999999,3.9224503447999983,6.097864804000003,5.962989458000003,5.481321862000001,5.4540381233,5.913819784000004,5.7623150573,4.2085352791,4.267609969499999,3.814324569000001,6.508818845999997,4.547325476299994,5.818315590399999,5.883082076000003,6.4916931869999965,5.407206573999998,5.810201636000003,5.461531155999998,3.9602273881999976,5.903084258,4.990843129200001,4.278204297299999,5.853195463999997,5.032968813199998,5.941781230299998,4.510628579999999,5.7057883810000005,5.722459318,3.9944308034000007,6.417573014000001,3.9088375142999983,5.679629926000001,6.054170038,3.636567575900001,5.168601618399998,5.716048201000001,4.0284348988,5.449868680999996,5.4029812580000005,5.6001790009999945,3.8633954417999985,5.713532715099998,6.453006171300002,5.366586605000001,5.8358879993000015,4.0721585121,5.4165890469999995,5.624185300399997,4.3328187203000015,4.490711397400002,6.675928646999999,3.827219922,5.780086090999997,5.176230917999999,5.392556113999999,5.6743434473999965,4.3921693745,3.8870512979999994,5.3119002109999975,4.113910611399998,5.181345614699999,5.848720781100002,3.4043963368,5.748311309299997,5.218199280999999,5.757477767,4.1557598378000025,4.510956297399999,4.082945619599998,4.909084543600001,4.400364609299999,5.327989209699998,6.914979569,5.936016706000001,4.501244199999999,5.708550827000001,5.178564338999999,5.019569715799998,5.180135181399999,4.0830749104000015,4.583093417799999,4.2421794670000015,4.344944148399999,5.409751363,4.380178193999998,4.175519269000001,5.2131304134,5.828503940400001,4.0791307846,5.201239890299997,4.541672273900001,4.965144220400001,6.037352682000001,5.360715385999999,5.979214665400001,4.0176756773000015,5.944219791700003,5.649505588399999,6.506604991999997,4.339623072,4.3850389638,4.3004953338,6.197196854000001,5.888300660399997,6.449316067000001,5.597588016999998,5.857743063000003
ERG,4.552870091999999,5.424578964999999,4.665105003399998,5.0938572827999975,5.947617508999997,5.128910252999998,4.5655746613,4.659153520799997,5.729038043399997,4.757383798000001,4.0658953751,5.1329887677000015,4.3232944403000015,4.491032584200001,4.5259911499999985,3.7995730558000007,4.6088137207,5.476614562399999,5.1595801934,3.7463759307999975,3.7613226458,4.905865349000001,4.0748386765000015,4.1193188119999995,3.2101833122999985,4.232129865999998,3.882402042800001,3.719666781,3.5307825169999987,3.8437956134000015,5.0787636444,7.3918724739999995,2.7174657198000003,5.633350049,5.043453930999999,2.5420707209999995,3.2387257675999988,5.018217829999998,5.160156496699998,4.104856538999998,5.0049990173999985,4.705590565799998,2.4148035486,5.2265953283999975,4.591766496399999,3.955281235999998,2.778770367699999,4.6967017937,3.4762192484000014,5.075596773400001,2.9603672557999987,4.3432252510000025,6.004284876999999,3.1126144539999996,3.5837134582000005,4.819363030000001,6.047368878199997,5.1679407284000005,4.820237756000001,4.6283927501,3.3658074817000005,3.410351249600001,4.7506528869999975,4.5397895550000005,2.5401613533,4.935651786599999,4.406863954599998,4.788253120399999,4.708239022,6.299128729000001,4.060571125799998,6.046600613,4.956260030399999,4.984538706,3.1586938531999995,4.332832815499998,3.4588548846000005,4.5546490724,3.6683198208,4.8488823505999985,4.522759869,3.548744361,3.8244772645,3.8053864925,3.2951273037999984,5.422274416999998,4.326822667999998,5.2440046900000015,4.865064916000001,4.4613116947,5.226266126999997,4.403069521,4.752925478999998,4.218170326999998,4.288471913299998,5.0766184258,4.436563557499997,4.7231911229999985,3.1770978025,4.7467637620000005,4.6763600317,3.6786172818,4.8432717899999975,4.891669308099998,3.689258450599999,4.595290085999999,5.25849122,4.918418253999996,4.744512048299998,3.7826777551,3.9371083211000015,5.115581343999997,3.230723823499998,4.135254453699998,3.8550405792999984,3.6479435147,5.136160653299998,4.892069590399998,4.3876969373999986,3.3201983170999987,3.4436393524000013,3.8194584305999992,3.7548579463999983,3.3528683223000013,4.2797378083999975,5.5425286940000005,4.7909264331,3.8137454221,6.200356177399996,3.4809691432,4.880254871699997,4.580020298400002,3.7775216424,3.0458352207000017,3.5774310034000005,3.876848120900001,4.717706272799997,4.4471177286999986,3.3668997803000003,4.7250022330000006,3.462038834000001,3.4174523865000004,4.652300081199998,3.2361136376000017,3.9190448350000016,3.5580006741999988,4.236190329100001,5.6157196134000005,4.545269526699998,6.438770187,5.3330629744,3.4109150286000016,3.6526309122999976,4.394584749699998,3.2552923283999995,4.3378125024,4.722009670399999,4.8756551812,4.8879021168,5.641366235
FABP1,3.816410228799999,4.5959682844000005,4.321948104399999,5.339952589000001,4.7139369034,4.912526302700001,4.570724766799999,3.8914275606,5.134201807999999,3.9422095716000016,5.0423975368999985,4.288746356899999,4.316135469999997,4.5327747174,3.810853429999998,4.6570538395,4.837707002,4.451141645399997,4.369229090999998,3.7736570893,4.1067115226,4.183093476999999,4.001191615700002,5.254204174,3.6599083480999983,3.4285395747000007,4.438129935999999,4.680818836499999,4.4979657549,4.5042281733000005,3.4821425284999985,5.708697053,3.9495799745999993,4.7132188918,4.7751389994,4.163459523399999,4.251365878499999,5.4658342716999995,4.6089858794000005,4.3633701663,4.3886905384,5.220586915000001,3.5711727199999985,3.0964925964,4.069356230699999,6.051041878700002,3.9229711064,3.2528604890999997,3.7428538222000003,4.3996269974,3.5879547188999976,4.955215938,4.763522574,3.787922089,4.965031164000001,4.201536620099999,4.0830923123,5.072270609100001,4.468492932300002,4.061690569999999,3.8876606991,4.1337107734,4.019957774399997,4.036407910199999,2.5268857983000004,4.335948387399998,4.121491626399998,4.222126788099998,5.061940225500001,4.8673773374,4.6908874756,3.4558599254000004,4.3120019013999995,4.1807440777,4.256957432799998,4.269198705999998,3.8057220285999978,4.121051322000001,4.956233583399998,4.061869609100001,4.193893250099999,4.7278410289999995,4.4045107812,4.500669949,4.61704188,4.791107621999999,5.387867606999996,3.6180874404999983,4.093019822299998,4.939552510000001,4.562825750399998,3.8593709377999983,4.027602056000002,5.463302264,3.4593684040999984,4.3188083671,5.246018850999998,4.120201019899998,4.123818762499999,4.455202068199998,3.3065417762999987,3.7042909748999984,4.923886627000001,4.071926833399998,4.050239094599998,3.892992461399999,4.514525852199999,4.3526989368999995,5.494813211,3.8083281164,4.126309523399999,4.6283498495,3.8936240617999993,4.524529852099997,4.425548236499998,4.686623443599999,4.822979854999999,4.2590927049000005,4.459845500199998,3.8963168609999985,3.9905550166999983,5.719260243999997,3.2735752374,4.096109823499998,4.226395479899998,4.8010782569999995,5.8931678110000005,4.0231943954,4.6986430750000014,4.1476840149999985,4.5153023038,4.620774904,4.607529290200001,4.1245702793999985,4.449419679699999,3.3799205620999984,4.932434877399999,4.047224902399998,3.5964200502000008,4.627839053,4.818798292999999,4.0622339108,4.5658055428000015,3.8951258550000007,4.1623929422,4.0341012482,4.042610091099999,4.307654678299998,4.2725785643,5.314511584000003,3.2457462971999984,3.5164417257999987,4.367941618299999,5.103664687799999,4.304823195,5.3183809959999975,5.1269371463999995,4.537444950000001,4.3621178426,4.8340615124
FLOT1,6.130358084999999,6.109813863399999,5.857799495399997,6.491368656000001,5.963237433999999,6.264783830999996,5.7897929669999995,6.453896998999999,5.569428317999998,5.571919910299998,6.623224620000001,6.596517583999996,5.330317530999999,7.104565441699999,7.552202367400002,6.060491529,6.513204343399999,5.3224474733,6.0688001504,5.543092055799998,4.347023861299999,5.912251616,3.7731387804,5.787785299000001,3.865490153899998,5.6854641239999975,4.2770213762,4.5342671615,5.291342021400002,3.811688107199998,5.1207876239999965,5.4312856489999985,4.0667628844,5.922865241799999,5.754609125999999,5.9717027353,3.7684002311999993,6.793545926999997,4.767560239699999,3.9020083282,5.808553448400001,4.15390081,6.096423281,5.568634042999999,5.5466131444,4.402772508800001,5.714438275299997,5.907929697,3.9412992934000015,3.6736106212,5.2085782689999975,5.037090938,4.307741229399999,4.071327658299999,4.379659824299998,6.259715171,5.387363391400002,5.328217044399999,6.160461254999998,5.488671612400003,4.1497243155,5.739897897,5.98896031,4.319890926799999,4.161225840999999,5.647470453,5.8800090143000014,5.955008191000003,6.223701758,5.632910179700002,5.840573066999997,5.6686923039999995,7.152540495999997,3.3459458002000004,3.8744654556999993,4.384122874399999,4.2888656195,5.8359023039999975,5.880682923999998,5.319499868299999,4.419384537199998,6.044476174,4.772749260599999,5.0665587683999975,5.7023634770000005,6.392536634400001,4.965735924799998,6.816933481000001,5.890924630999996,5.435320043000001,5.3200746214000025,4.446704444299998,5.7357713430000015,4.459722203199998,5.444249072000001,5.8954280349999975,5.683516772000003,5.2579263523999975,5.0695973737000015,5.4750155000000005,5.3200730300000005,3.9845592858000014,3.823830170399999,6.399337012999999,4.3977284779999986,5.227693766399998,5.579910880999998,6.2390590924000024,6.114348659000004,5.6341243094000015,4.0489706319000005,6.290667972200001,4.637096092199999,5.709400663400001,5.026950781199997,4.655790496,6.1909948610000045,3.6224521071999987,5.718452694000003,4.424226111299999,3.679877606600002,4.766866617399999,4.532702716699999,4.0671172675000005,5.7033262404,7.577433197999995,7.2488180139999985,5.914396907299999,4.92630197,5.387498430799996,5.496274633399999,5.947853124400001,5.535855602400002,4.2075623979999985,4.439186099,4.7738681379999965,5.802392092000001,3.605279279299998,3.4889951277999978,6.090775727999996,5.118794202599998,5.5598060982999975,6.228811333,4.5576000177,4.137090071100002,5.6380883420000005,3.9894200455999984,5.544051067000001,5.201689779999998,6.1366657,6.6252705050000005,5.522102025999999,3.1798048345000005,5.842687522,6.229032372999997,5.461784721,5.557595408800002,5.8635734019999965,5.5711147174,5.6968412934
GABRA1,6.033191445199999,5.2279313926,5.184102991599999,5.415980291100001,4.123734397399998,4.841713937,5.500053572999998,4.6637867158,5.176237123999998,6.127190433999998,7.2755200439999985,4.259376689499998,3.959257070699997,5.8788282769999975,6.467958237400005,7.1199890660000005,5.919258866199995,4.269394490500002,5.278114147,6.430631273999998,4.980683027299999,5.0519462764,5.2483007623,4.073216260299998,6.6107026806999984,4.6830488544,4.879842536299998,7.202666414999998,5.185877903199997,5.5034296764,4.4604254124,5.680645332,4.879246472999999,3.9261745541999975,6.3166419389999975,5.658366316999997,5.230333633199999,3.2624420307999986,6.853141663999999,4.765204227299999,6.1431075013999985,5.038297879299998,6.701787744999997,3.8577613630000007,3.8135611525,6.1639828839999975,6.047246579399999,7.6291788889999985,5.0532239368,6.551272212399996,6.286845302999996,6.3152674699999976,4.584512978399999,5.1332166610000005,5.576191374299999,5.325284642999998,4.953822592100001,4.92685339,5.750518501099997,6.329094109999999,6.650461053999997,6.425603327699998,6.395592108999997,4.337580496,5.343352507799995,5.745178588,4.765311492999999,6.272394267699998,5.1341934501,5.6979432236,5.497512437400001,5.468506452199998,5.588262903399997,5.749206057699998,6.818281635000001,7.819154096,5.510982108000002,6.5201496994000046,4.430412628300001,5.715930752999997,7.000805015999996,5.196497383199999,7.1508545130000005,5.2673883857999995,5.954474985000001,3.9412115878999994,6.0207500854000005,3.821929066299997,5.1846102389999995,6.394608987999997,4.361274419399999,5.4438528156,5.039767654399999,6.951998589200003,3.2998142361000005,5.512679922999999,5.471801505400001,4.2230161276999985,6.0225305509999965,4.926189921999999,5.481498058,3.878665801199998,4.737588996699999,4.033531970199999,5.8282440589999975,4.4235685484,5.449235052299998,3.750987925699997,4.190093217799999,4.019139627399999,5.126184122599998,4.059037696699998,5.334111888,7.204124894999998,5.880723077399999,6.288431093999996,3.939737275999998,5.822021794299997,5.690390229999994,6.674424498,4.6009305929999975,4.734199874099998,6.527276297999997,6.135526298999998,6.566887377999997,5.4902734544000005,4.942402008,6.928556206999997,3.8702357889,5.378404750700001,3.649568801100001,6.594967874999997,4.2512058650999975,4.721827437999998,6.395801976300001,7.105493743999992,6.384337835999999,4.431676138700001,5.533175575999994,6.431999990999997,3.9532457084,6.937730878299996,6.615147218999999,5.637923583999998,6.183997673999998,6.225530483999994,5.250916485299999,4.407828978100001,6.5054051049999915,4.515495173399999,4.417286123999999,5.243863256999999,3.1865831235999984,5.564517657699997,5.955216283999999,5.746880717399996,5.5193817869999995,5.883512355999996,5.603529130399999,3.9806916203999982
GIT1,4.900349043999998,5.1814078020000025,5.488326555,5.036074909100001,5.658804227699998,5.044256307999999,4.5287357551,5.100657509999998,4.3389116657,5.3185909353,5.6149255233999975,5.200519616,5.531794903,4.8952841528,4.724746476,5.469513682399999,4.18501985,4.813711883999999,4.741855636,5.202112253099998,6.057006628100003,5.402692494,5.175808696000001,5.257188682000001,4.7737679431,5.5175324083999975,4.5888307613,4.988364279400002,5.517024777999998,5.288366677400001,5.646468105000001,7.338294662999999,5.323392883,5.165712184999999,5.055191739,5.580766666399999,5.775937007999997,4.975568117400001,6.3074459824,5.358986508799998,5.157233473399998,4.5857720018,6.681711880999999,5.031772314000001,5.1500832034,5.654300183999999,4.837788811799999,5.108347633399999,5.119038754899999,4.4794341259999975,5.696904321999999,5.868259833999999,5.9011618904,5.3373886771,6.7572143624,5.831220470999999,5.845633830999996,5.1141300334,5.857866630999997,5.6696517154000015,5.420925440200002,5.208328895000001,4.753709622399998,4.2638791704,5.233219705999996,4.473653354600001,6.538460889399997,5.447931808,6.110741504999997,6.508225743999997,5.253900990000001,4.729998918999999,5.0546441283,4.898834495,5.1933244919999995,6.448033171400001,5.273783014399998,5.591337347399999,5.720227188999997,5.054212093000002,5.575900261,5.8284604629999945,6.712462654999998,5.267722168199998,5.612258148399998,5.354256706999999,5.7382640157,5.734527042000001,4.9501288484,5.797067833200001,5.796289654699997,6.780979971400001,5.589702711,6.4055651230000015,4.692822754999998,5.535356586000002,5.252201512000002,4.753177015,5.369131133,5.783029061999997,5.201664745999998,4.731927650000002,5.493462897300002,5.074776462,5.167923810000001,4.77597995,4.991864700000001,5.121751932999999,5.249866447,4.844901097999999,5.543791321399998,5.300269357999999,5.2094387440000025,6.716840714999997,5.681486410399997,6.318281684,4.879679389999997,5.3914140364000005,4.999241751000002,5.135155284000002,4.346324117400001,6.087620020000004,4.725016192600001,5.0094863259999975,5.765293399399999,5.544820323999997,4.7143236573000005,5.55321061,4.201692561400002,4.516827581000002,5.086324899399997,5.748131077999999,4.365874494499999,4.562173448399999,5.215487172,4.5598328763,5.460984300999999,4.2285349552,4.323660468449998,5.547707337299999,5.139386248999999,4.99620769,6.246452822999999,5.0552778694,5.506731896400001,4.397765590999999,5.953638189999998,5.1460826215500015,5.050404309400001,5.1965047584000015,5.59911177,5.386760753000001,4.5833280367999985,7.429966762000007,5.352136628999997,5.0266376469999985,5.2313419433999995,5.130264772000001,5.075481675999998,5.238371883699999
GNB5,5.388360114799999,3.9636889373,5.27732314,4.882552314399999,5.317074471000001,5.167436320999999,4.425968313399998,3.1446582924000013,4.839497181999997,5.501155689999997,4.5018531614,4.880950964399998,4.940414016,5.837582833,5.226372048399998,6.529980367999997,4.706097418199998,4.4475840593,4.2852821677999975,4.2244630384000015,5.735223364000001,5.287621613399999,2.8905788939999986,4.540677344000001,5.349021790399999,3.2296859423,3.228334076199998,4.5456835758,4.742924640999999,3.475045768700001,5.3883355633999965,6.5318029650000025,5.154897135299999,3.840462155,5.294352452000001,4.213321764100002,4.053090512200001,5.961243444999999,6.7556274789999975,5.331408091400002,4.2354543507,4.994235867,5.030834732099999,4.462692308399998,3.9093522408999997,4.863939294,3.4224017138,5.1461884493999985,3.4550606844,3.706264794900001,5.852962911400003,5.03987059,5.248658209999999,3.1876979535999985,4.890349226999999,5.147545808299999,3.7279889064,4.996041353000001,5.0420719479999985,3.5850205117999985,6.438963828,4.091088721799999,5.369228987499998,3.5376967529999983,5.225839524999995,6.3360210870000016,3.6177807316,4.484033041999999,5.291037689,6.082897869000001,4.5116604749999984,5.1299769893999985,5.545549072000001,5.092694138399998,3.5358655936999983,6.488757071,5.576714078999999,4.5955576693,5.537536228999999,4.977912227000002,3.0618571775,3.8352864558,6.905615948999998,4.055821427799997,3.8530775674999984,4.612806846800002,3.4696927085666647,5.122242331,5.375913132000001,5.450181422000001,4.8078292399999984,4.1470009914000014,4.7782180354,5.6856546509999975,4.313889584399999,5.114377888699998,4.858738518000001,3.4284730856000003,5.583721033999999,3.6026772452999998,5.904606274633335,2.9101427428,3.937078045299998,3.8976745292999992,4.832698143799999,4.8214668247,4.597656647299998,4.428450817000002,4.8638100923000005,3.603184672,4.0764029658000025,3.3221897372000004,3.4692034899999995,7.056497873,4.519908812599999,4.769958928300002,4.5795988821,3.8060777729999984,5.026641935000002,5.004834577999999,4.394896897200001,4.611604084399996,4.783597675899999,3.9387097073999993,5.195046010399999,4.6848727264,4.334365461000002,4.473754135999999,3.0591548381999987,3.2988834575,4.680796455666666,5.027237915999999,3.3423853569999973,3.8541217171000026,3.6081381678499977,4.514143469999998,4.8937851714,4.063659330799998,3.9615698303999993,4.026493865999998,3.9037072934999992,4.186348024699998,4.272304976299999,5.607182612999997,3.1578491152,3.4919848671000016,3.9769942757999988,4.862630936,4.6816067693,5.022883288,4.965927851699999,5.865581862999997,3.3696708562,3.6184528527999995,5.230155040400001,4.939957846,4.585722907999999,4.8789315392,4.430817238,5.1107685094
